AAPL	1205	0.473900	0.526100	0.538600
AA	1206	0.504100	0.495900	0.508300
ABC	1206	0.471000	0.529000	0.522400
ABT	1206	0.464300	0.535700	0.519900
ACE	1111	0.480600	0.519400	0.531100
ACN	1012	0.470400	0.529600	0.537500
ADBE	1205	0.483000	0.517000	0.539400
ADI	1206	0.483400	0.516600	0.516600
ADM	1206	0.474300	0.525700	0.533200
ADP	1206	0.461900	0.538100	0.543100
ADSK	1205	0.467200	0.532800	0.522800
AEE	1206	0.476000	0.524000	0.524000
AEP	1206	0.486700	0.513300	0.517400
AES	1206	0.480100	0.519900	0.538100
AET	1206	0.505000	0.495000	0.517400
AFL	1206	0.501700	0.498300	0.521600
AGN	1206	0.486700	0.513300	0.510800
AIG	1206	0.504100	0.495900	0.512400
AIV	1206	0.477600	0.522400	0.525700
AIZ	1206	0.472600	0.527400	0.539000
AKAM	1205	0.499600	0.500400	0.519500
ALL	1206	0.471800	0.528200	0.550600
ALTR	1205	0.515400	0.484600	0.552700
ALXN	1012	0.464400	0.535600	0.537500
AMAT	1205	0.478000	0.522000	0.550200
AMD	1206	0.499200	0.500800	0.525700
AMGN	1205	0.502100	0.497900	0.517800
AMP	1206	0.480900	0.519100	0.535700
AMT	1206	0.489200	0.510800	0.524000
AMZN	1205	0.492900	0.507100	0.510400
ANF	1206	0.490000	0.510000	0.510000
AN	1206	0.461000	0.539000	0.537300
AON	1012	0.475300	0.524700	0.543500
APA	1206	0.485100	0.514900	0.527400
APC	1206	0.486700	0.513300	0.523200
APD	1206	0.452700	0.547300	0.547300
APH	1066	0.491600	0.508400	0.531900
APOL	1205	0.512000	0.488000	0.518700
ARG	1012	0.469400	0.530600	0.514800
ATI	1206	0.504100	0.495900	0.504100
A	1012	0.469400	0.530600	0.529600
AVB	1206	0.480100	0.519900	0.531500
AVP	1206	0.505800	0.494200	0.519900
AVY	1206	0.461000	0.539000	0.529000
AXP	1206	0.469300	0.530700	0.548100
AZO	1206	0.469300	0.530700	0.535700
BAC	1206	0.514100	0.485900	0.530700
BA	1206	0.473500	0.526500	0.525700
BAX	1206	0.473500	0.526500	0.553100
BBBY	1205	0.476300	0.523700	0.537800
BBT	1206	0.487600	0.512400	0.531500
BBY	1206	0.507500	0.492500	0.534800
BCR	1206	0.490900	0.509100	0.511600
BDX	1206	0.474300	0.525700	0.524000
BEAM	1012	0.465400	0.534600	0.537500
BEN	1206	0.470100	0.529900	0.552200
BFdotB	984	0.453300	0.546700	0.540700
BHI	1206	0.491700	0.508300	0.519100
BIG	1206	0.495000	0.505000	0.536500
BIIB	1205	0.468900	0.531100	0.544400
BK	1205	0.505400	0.494600	0.558500
BLK	1012	0.491100	0.508900	0.536600
BLL	1206	0.474300	0.525700	0.528200
BMC	1206	0.485900	0.514100	0.534000
BMS	1206	0.480900	0.519100	0.518200
BMY	1206	0.481800	0.518200	0.515800
BRCM	1205	0.501200	0.498800	0.519500
