1	-410855950.055929
2	-328161119.662242
3	-276931841.976489
4	-239781976.452746
5	-220788211.903444
6	-203869177.320894
7	-189579412.441424
8	-176107059.713797
9	-170599677.714715
10	-164283041.026259
11	-159777068.397716
12	-155832156.957938
13	-152049054.532307
14	-148979328.271620
15	-145188992.911080
16	-142536559.659236
17	-139759731.174166
18	-137652771.021889
19	-135750211.999647
20	-134191523.680126
21	-132956738.491448
22	-131313352.165162
23	-130126689.594818
24	-129381205.380111
25	-128551943.179044
26	-127161924.715357
27	-126665929.093172
28	-125932653.367243
29	-125253175.646463
30	-124592261.929833
31	-124095738.706320
32	-123614165.847929
33	-123082144.391337
34	-122526822.939905
35	-122188572.402409
36	-121773228.506166
37	-121373842.262906
38	-121011941.956900
39	-120812410.957560
40	-120452734.347810
