1	-67376329.744527
2	-51095460.948357
3	-43206315.262981
4	-37766705.848282
5	-33621669.568806
6	-30769394.002478
7	-28862701.841399
8	-27354620.991317
9	-26268422.288139
10	-25487676.401183
11	-24923734.783458
12	-24567630.408792
13	-24253645.601302
14	-23860451.953503
15	-23561358.386969
16	-23208379.902082
17	-23008210.127934
18	-22799817.634602
19	-22519920.651049
20	-22317843.502239
21	-21983162.691078
22	-21730205.167649
23	-21438439.019445
24	-21199084.183978
25	-20973227.322193
26	-20735156.051434
27	-20470563.710202
28	-20244322.110434
29	-20010310.349940
30	-19889737.764729
31	-19651899.630261
32	-19508934.581290
33	-19333012.456435
34	-19150499.651550
35	-18968039.288684
36	-18864238.290615
37	-18755995.642995
38	-18651265.683939
39	-18468627.154788
40	-18356582.173846
41	-18283778.693401
42	-18199296.127354
43	-18018571.221067
44	-17934942.645593
45	-17872591.092456
46	-17749323.871719
47	-17647235.274977
48	-17567617.203101
49	-17499360.039624
50	-17436088.045899
51	-17389025.362469
52	-17354262.785319
53	-17308520.718216
54	-17272390.349105
55	-17243650.348718
56	-17207096.121305
57	-17160102.945543
58	-17120727.112933
59	-17088857.899225
60	-17041053.681869
61	-17008316.490707
62	-16967110.151082
63	-16939793.530258
64	-16900707.806886
65	-16863488.310722
66	-16821719.764512
67	-16779470.026299
68	-16680717.555201
69	-16600102.507338
70	-16559411.156435
71	-16445196.420492
72	-16386971.758044
73	-16279201.678531
74	-16205804.437500
75	-16157989.824353
76	-16088974.629133
77	-16047380.435976
78	-16016485.171807
79	-16002481.453142
80	-15991428.729622
81	-15983398.350752
82	-15974165.957795
83	-15967689.661476
84	-15958644.936958
85	-15947949.108167
86	-15943583.853224
87	-15938091.826434
88	-15932829.764531
89	-15924664.872863
90	-15918099.030864
91	-15912824.209186
92	-15907976.333696
93	-15902418.994161
94	-15895176.224704
95	-15887176.371255
96	-15882101.571092
97	-15876175.259218
98	-15869668.947026
99	-15864786.131870
100	-15847902.628842
101	-15830896.668383
102	-15822618.852347
103	-15803393.352017
104	-15783764.024376
105	-15777046.049332
106	-15748884.952852
107	-15734750.739266
108	-15676564.155757
109	-15650527.732608
110	-15644347.186631
111	-15641910.289220
112	-15640168.147899
113	-15637837.461619
114	-15636015.324020
115	-15634328.148923
116	-15632446.995504
117	-15630925.444206
118	-15629351.191612
119	-15627830.199480
120	-15626361.188275
121	-15625078.203457
122	-15623608.222002
123	-15621472.844820
124	-15620227.082755
125	-15618775.893026
126	-15617515.633607
127	-15615948.982168
128	-15614611.303804
129	-15613657.513043
130	-15612429.324560
131	-15611531.283071
132	-15608169.369816
133	-15606430.073158
134	-15605450.551243
135	-15604318.654104
136	-15603375.576325
137	-15602533.575346
138	-15601482.046500
139	-15600181.315134
140	-15599618.775568
141	-15598809.335527
142	-15597485.855784
143	-15596769.708972
