RRC	0.5663	0.5663	0.5672	0.5672	0.5638	0.5547	0.5506	0.5498	0.5456	0.5431	0.5282	0.5083	0.5174	0.5141	0.5141	0.5124	0.5124	0.5124	0.5672
GNW	0.641	0.6393	0.641	0.636	0.6277	0.6177	0.6136	0.6086	0.6028	0.5987	0.573	0.558	0.5448	0.5456	0.539	0.5348	0.5299	0.5315	0.641
BIIB	0.639	0.6448	0.6456	0.6423	0.6365	0.6216	0.6174	0.6158	0.6124	0.6025	0.5726	0.5701	0.5602	0.5477	0.5411	0.5336	0.5402	0.5394	0.6456
XL	0.5381	0.5373	0.5373	0.5381	0.5373	0.5307	0.5315	0.5274	0.5257	0.5257	0.5182	0.5182	0.5182	0.5182	0.5182	0.5182	0.5182	0.5182	0.5381
UNP	0.6235	0.6252	0.6269	0.626	0.6186	0.6111	0.6078	0.6036	0.5987	0.592	0.5697	0.5348	0.5307	0.5274	0.5265	0.5265	0.5265	0.5265	0.6269
HBAN	0.5925	0.5934	0.5942	0.5942	0.5817	0.5859	0.5618	0.5593	0.5602	0.5726	0.5485	0.5361	0.5336	0.5261	0.5145	0.5087	0.5087	0.5087	0.5942
STI	0.6617	0.665	0.6667	0.665	0.6559	0.6426	0.636	0.6227	0.6153	0.6061	0.5638	0.5531	0.5423	0.529	0.5191	0.5058	0.5091	0.5091	0.6667
CSX	0.6227	0.6211	0.6211	0.6177	0.6095	0.597	0.5945	0.5937	0.5896	0.5904	0.5688	0.5531	0.5514	0.5506	0.5464	0.5456	0.5431	0.5431	0.6227
ORCL	0.6564	0.6539	0.6515	0.6523	0.6498	0.639	0.634	0.6299	0.6241	0.6207	0.5859	0.5701	0.5627	0.5494	0.5419	0.5295	0.5178	0.5137	0.6564
BXP	0.539	0.5381	0.5381	0.5373	0.5365	0.5332	0.5282	0.524	0.524	0.5199	0.5025	0.4967	0.4942	0.4942	0.4942	0.4942	0.5116	0.5116	0.539
PFE	0.6352	0.636	0.6352	0.6343	0.6302	0.6244	0.6219	0.6194	0.6136	0.6078	0.5514	0.5398	0.5249	0.5174	0.5174	0.5174	0.5108	0.5091	0.636
CCI	0.5455	0.5464	0.5455	0.5445	0.5455	0.5435	0.5435	0.5425	0.5415	0.5375	0.5336	0.5346	0.5306	0.5287	0.5287	0.5287	0.5287	0.5287	0.5464
NEE	0.5623	0.5623	0.5613	0.5613	0.5613	0.5603	0.5603	0.5593	0.5553	0.5563	0.5425	0.5415	0.5375	0.5375	0.5375	0.5375	0.5346	0.5296	0.5623
NWSA	0.5202	0.5202	0.5202	0.5202	0.5202	0.5202	0.5202	0.5202	0.5202	0.5202	0.5202	0.5202	0.5202	0.5202	0.5202	0.5202	0.5202	0.5202	0.5202
INTU	0.5975	0.5942	0.5925	0.5925	0.5851	0.5793	0.5776	0.5743	0.571	0.5685	0.5436	0.5378	0.5353	0.532	0.5328	0.532	0.5336	0.5303	0.5975
AFL	0.5837	0.5854	0.5854	0.5879	0.5821	0.5738	0.5713	0.5688	0.5655	0.5638	0.5506	0.5481	0.5415	0.539	0.5365	0.5323	0.5323	0.5323	0.5879
L	0.5451	0.5451	0.5442	0.5442	0.5442	0.5407	0.5416	0.5416	0.5416	0.5381	0.531	0.531	0.5274	0.5265	0.5265	0.5239	0.5239	0.5239	0.5451
TRV	0.6559	0.6534	0.6509	0.6509	0.636	0.6219	0.6169	0.6136	0.6053	0.602	0.5663	0.5506	0.5282	0.5282	0.5249	0.5232	0.5216	0.5224	0.6559
CME	0.7156	0.7139	0.7148	0.7106	0.6982	0.6841	0.6791	0.6733	0.6592	0.6493	0.5987	0.5705	0.5539	0.5406	0.524	0.5182	0.5174	0.5141	0.7156
HCN	0.5889	0.5889	0.5889	0.5889	0.586	0.584	0.583	0.582	0.58	0.5761	0.5652	0.5642	0.5623	0.5623	0.5623	0.5623	0.5623	0.5623	0.5889
XRX	0.5912	0.592	0.592	0.5887	0.5829	0.5721	0.5697	0.5713	0.5688	0.5672	0.5381	0.529	0.5265	0.5191	0.5174	0.5174	0.5174	0.524	0.592
GOOG	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178
BBBY	0.5784	0.5776	0.5768	0.5768	0.5469	0.5344	0.5336	0.5328	0.5303	0.5452	0.5369	0.5286	0.5278	0.517	0.517	0.517	0.5145	0.5145	0.5784
DNB	0.558	0.558	0.558	0.5589	0.557	0.554	0.5511	0.5511	0.5491	0.5481	0.5363	0.5393	0.5383	0.5363	0.5363	0.5363	0.5363	0.5363	0.5589
LLL	0.5539	0.5539	0.5539	0.5531	0.5506	0.5464	0.5439	0.5415	0.5398	0.5373	0.5257	0.5083	0.5116	0.5116	0.5116	0.5116	0.5116	0.5116	0.5539
CBG	0.5315	0.5299	0.5299	0.529	0.5249	0.5232	0.5232	0.5232	0.5232	0.5216	0.5124	0.5124	0.5124	0.5124	0.5124	0.5124	0.5124	0.5124	0.5315
ETFC	0.5759	0.5734	0.5743	0.5743	0.571	0.561	0.5602	0.5552	0.5527	0.5485	0.5378	0.5253	0.5187	0.5154	0.5104	0.5137	0.5087	0.5087	0.5759
WU	0.5663	0.5638	0.563	0.563	0.558	0.5481	0.5464	0.5415	0.5381	0.5323	0.5182	0.5133	0.51	0.5116	0.5091	0.5075	0.5083	0.51	0.5663
BLK	0.7223	0.7263	0.7233	0.7243	0.7144	0.6937	0.6947	0.6917	0.6808	0.6749	0.5929	0.5731	0.5534	0.5405	0.5287	0.5188	0.5168	0.5168	0.7263
IRM	0.5435	0.5435	0.5445	0.5435	0.5425	0.5435	0.5455	0.5445	0.5445	0.5435	0.5306	0.5227	0.5227	0.5227	0.5227	0.5227	0.5227	0.5227	0.5455
FISV	0.5768	0.5776	0.5776	0.5776	0.5734	0.571	0.5685	0.5651	0.5651	0.5643	0.5602	0.5552	0.5552	0.5527	0.5527	0.5527	0.5527	0.5527	0.5776
MDLZ	0.6957	0.6957	0.6947	0.6937	0.6907	0.67	0.664	0.6561	0.6462	0.6304	0.5929	0.5879	0.5781	0.5771	0.5751	0.5652	0.5603	0.5543	0.6957
SNDK	0.6332	0.6324	0.6324	0.6315	0.6241	0.6149	0.6124	0.605	0.5992	0.5884	0.5386	0.5361	0.532	0.5286	0.5212	0.5154	0.5104	0.5062	0.6332
GLW	0.5978	0.5978	0.5705	0.597	0.592	0.5854	0.5813	0.5755	0.5713	0.5423	0.5158	0.5008	0.4975	0.495	0.4876	0.4876	0.4876	0.4876	0.5978
TSN	0.5954	0.5962	0.5945	0.592	0.5887	0.5837	0.5788	0.5771	0.5688	0.5655	0.5564	0.5439	0.5423	0.5423	0.5398	0.539	0.539	0.5365	0.5962
NSC	0.5904	0.5945	0.5954	0.5904	0.5879	0.5821	0.5755	0.5738	0.5705	0.5663	0.5439	0.5431	0.534	0.534	0.5307	0.5307	0.5307	0.5307	0.5954
HSP	0.558	0.558	0.5572	0.5572	0.5531	0.5522	0.5498	0.5489	0.5464	0.5439	0.5323	0.5199	0.5191	0.5174	0.5141	0.5166	0.5166	0.5158	0.558
ED	0.5688	0.568	0.5663	0.5655	0.5647	0.5556	0.5531	0.5506	0.5506	0.5489	0.5398	0.5357	0.5323	0.529	0.5216	0.5216	0.5216	0.5216	0.5688
JOY	0.5603	0.5613	0.5613	0.5623	0.5593	0.5563	0.5553	0.5534	0.5494	0.5474	0.5316	0.5178	0.5158	0.5158	0.5158	0.5158	0.5158	0.5158	0.5623
LUK	0.5257	0.5249	0.5249	0.5249	0.524	0.5207	0.5191	0.5182	0.5199	0.5199	0.5166	0.5149	0.5149	0.5149	0.5133	0.5133	0.5133	0.5133	0.5257
NBL	0.597	0.5954	0.5954	0.5962	0.5879	0.5796	0.5771	0.573	0.5738	0.5738	0.5514	0.5448	0.5357	0.5348	0.5348	0.5348	0.5348	0.5348	0.597
EMC	0.6625	0.6625	0.6609	0.6584	0.6509	0.6426	0.6376	0.6318	0.626	0.6186	0.5697	0.5415	0.5224	0.5166	0.5133	0.5075	0.5116	0.5083	0.6625
NFX	0.5425	0.5415	0.5415	0.5415	0.5366	0.5316	0.5296	0.5257	0.5237	0.5208	0.5208	0.5178	0.5099	0.504	0.504	0.504	0.504	0.504	0.5425
WDC	0.6107	0.6117	0.6126	0.6146	0.6097	0.5988	0.5949	0.5909	0.587	0.581	0.5553	0.5504	0.5504	0.5435	0.5405	0.5375	0.5405	0.5375	0.6146
HPQ	0.5995	0.5995	0.5995	0.602	0.6003	0.5987	0.5945	0.5904	0.5887	0.5879	0.5605	0.5531	0.5373	0.5299	0.5141	0.5149	0.5149	0.5133	0.602
HRL	0.587	0.5889	0.5889	0.5889	0.587	0.584	0.582	0.583	0.581	0.5791	0.5741	0.5652	0.5672	0.5652	0.5662	0.5662	0.5662	0.5662	0.5889
LEN	0.6493	0.6476	0.6459	0.6493	0.6434	0.6343	0.6227	0.6186	0.6136	0.6045	0.5713	0.5614	0.5439	0.5448	0.5431	0.5365	0.5307	0.5274	0.6493
PHM	0.6368	0.6368	0.6376	0.6368	0.6343	0.6269	0.6186	0.6095	0.5962	0.5879	0.5448	0.5332	0.5207	0.5174	0.5133	0.5124	0.4942	0.4942	0.6376
BTU	0.6476	0.6468	0.6476	0.6493	0.602	0.5887	0.6177	0.6086	0.607	0.6061	0.5655	0.5423	0.5381	0.5348	0.5282	0.524	0.5216	0.5216	0.6493
VZ	0.631	0.631	0.6302	0.6294	0.6252	0.6153	0.6103	0.6078	0.602	0.5945	0.568	0.5531	0.5556	0.5506	0.5489	0.5481	0.5431	0.539	0.631
DGX	0.5605	0.5605	0.5614	0.5622	0.5605	0.5547	0.5556	0.5539	0.5531	0.5498	0.539	0.534	0.5299	0.5216	0.5257	0.5257	0.5274	0.5257	0.5622
IBM	0.6053	0.6053	0.6045	0.607	0.607	0.6003	0.597	0.6003	0.5945	0.5896	0.5655	0.5531	0.5439	0.5381	0.5357	0.534	0.5332	0.5332	0.607
ROK	0.5473	0.5489	0.5481	0.5464	0.5448	0.5415	0.5373	0.5323	0.5323	0.5299	0.524	0.5149	0.5149	0.5166	0.5166	0.5166	0.5166	0.5158	0.5489
JDSU	0.5768	0.5776	0.5784	0.5776	0.5776	0.5751	0.5718	0.5627	0.5635	0.5593	0.5386	0.5286	0.5278	0.5228	0.5154	0.5054	0.5029	0.5012	0.5784
PWR	0.5119	0.5119	0.5109	0.5099	0.5059	0.5049	0.5069	0.5079	0.5079	0.5079	0.496	0.4921	0.4921	0.4921	0.4921	0.4891	0.4891	0.4891	0.5119
NDAQ	0.7608	0.7579	0.7531	0.7541	0.7445	0.7301	0.7253	0.7147	0.7099	0.6955	0.6244	0.5841	0.5744	0.5418	0.5408	0.5389	0.536	0.5341	0.7608
LEG	0.5647	0.5655	0.5655	0.5655	0.5647	0.5589	0.5556	0.5556	0.5547	0.5539	0.5506	0.5464	0.5464	0.5464	0.5464	0.5464	0.5464	0.5464	0.5655
MWV	0.5547	0.5539	0.5539	0.5539	0.5514	0.5473	0.5464	0.5464	0.5431	0.5431	0.5365	0.5323	0.5323	0.5323	0.5323	0.5323	0.5323	0.5323	0.5547
CHRW	0.5585	0.556	0.5568	0.556	0.556	0.5502	0.5485	0.5485	0.5469	0.5477	0.5444	0.5419	0.5369	0.532	0.532	0.532	0.532	0.532	0.5585
CLF	0.583	0.584	0.584	0.584	0.58	0.5277	0.5267	0.5247	0.5198	0.5158	0.501	0.4951	0.4921	0.4872	0.4872	0.4872	0.4872	0.4872	0.584
MYL	0.5837	0.5837	0.5846	0.5854	0.5829	0.5788	0.5713	0.5655	0.5663	0.5638	0.5473	0.5398	0.5423	0.5332	0.5282	0.5282	0.5282	0.5282	0.5854
AA	0.6791	0.6758	0.6758	0.6766	0.675	0.6658	0.6592	0.6484	0.6459	0.6368	0.6061	0.5837	0.568	0.5564	0.5406	0.5406	0.5315	0.5282	0.6791
PH	0.5365	0.5373	0.5348	0.534	0.5315	0.5282	0.5249	0.5216	0.5216	0.5216	0.5108	0.5108	0.5083	0.5116	0.5025	0.5025	0.5025	0.5025	0.5373
DLTR	0.582	0.583	0.583	0.5791	0.5761	0.5702	0.5692	0.5652	0.5632	0.5623	0.5484	0.5395	0.5336	0.5316	0.5237	0.5237	0.5237	0.5237	0.583
DTE	0.573	0.5721	0.5721	0.5721	0.5672	0.563	0.563	0.5605	0.5572	0.5564	0.5481	0.5481	0.5481	0.5481	0.5481	0.5481	0.5481	0.5481	0.573
MCK	0.5605	0.5605	0.5597	0.5597	0.5539	0.5473	0.5439	0.5423	0.5415	0.534	0.5174	0.5041	0.4992	0.4959	0.49	0.49	0.49	0.49	0.5605
AVB	0.5688	0.5705	0.5697	0.5688	0.5638	0.5597	0.5547	0.5522	0.5489	0.5423	0.529	0.524	0.5249	0.524	0.5141	0.5133	0.5133	0.5133	0.5705
CVX	0.6774	0.6766	0.6766	0.6766	0.6783	0.6716	0.6617	0.6575	0.6517	0.6459	0.6186	0.6012	0.592	0.5697	0.5672	0.5655	0.5638	0.5531	0.6783
PEG	0.5713	0.5713	0.5694	0.5704	0.5694	0.563	0.5583	0.5583	0.5491	0.5444	0.5287	0.5194	0.5093	0.5093	0.5093	0.5093	0.5093	0.5093	0.5713
POM	0.5547	0.5539	0.5539	0.5547	0.5547	0.5514	0.5522	0.5506	0.5489	0.5489	0.5398	0.5315	0.5307	0.5307	0.5307	0.5307	0.5307	0.5307	0.5547
ISRG	0.5342	0.5333	0.5342	0.5351	0.5298	0.5246	0.5211	0.5193	0.5184	0.5123	0.5105	0.4965	0.4965	0.4965	0.4965	0.4965	0.4965	0.4965	0.5351
JCI	0.5829	0.5804	0.5779	0.5746	0.5713	0.563	0.5572	0.5498	0.5473	0.5439	0.5365	0.5274	0.5282	0.529	0.5307	0.5249	0.5249	0.5249	0.5829
DHI	0.6202	0.6194	0.6219	0.6202	0.6136	0.5995	0.5929	0.5846	0.5796	0.5705	0.5514	0.5423	0.5381	0.5398	0.5373	0.534	0.4975	0.495	0.6219
NOV	0.5738	0.5721	0.5721	0.5705	0.5672	0.5597	0.5605	0.5564	0.5556	0.5522	0.5323	0.5191	0.5124	0.5116	0.5091	0.5083	0.5066	0.5058	0.5738
TGT	0.6501	0.6501	0.6542	0.6559	0.6501	0.636	0.6277	0.6269	0.6219	0.6219	0.5821	0.5481	0.539	0.5232	0.5166	0.5091	0.5075	0.5075	0.6559
CB	0.5655	0.5663	0.5655	0.5655	0.5597	0.5572	0.5564	0.5522	0.5514	0.5473	0.529	0.524	0.5158	0.5158	0.5158	0.5158	0.5158	0.5158	0.5663
CRM	0.6474	0.6474	0.6493	0.6484	0.6344	0.6205	0.6102	0.5991	0.5926	0.5851	0.5498	0.5479	0.5209	0.5126	0.5014	0.4912	0.4958	0.4912	0.6493
MAR	0.6186	0.6177	0.6169	0.6161	0.6095	0.6003	0.5954	0.597	0.5954	0.5854	0.5473	0.5398	0.5373	0.5365	0.5174	0.5158	0.5166	0.5141	0.6186
GPC	0.5398	0.539	0.539	0.5398	0.5406	0.5381	0.5357	0.5332	0.5332	0.5307	0.5265	0.524	0.5224	0.5224	0.5224	0.5224	0.5224	0.5224	0.5406
TEG	0.5481	0.5481	0.5481	0.5481	0.5473	0.5439	0.5431	0.5431	0.5431	0.5431	0.5415	0.539	0.539	0.539	0.5348	0.529	0.529	0.5282	0.5481
IFF	0.5547	0.5547	0.5547	0.5539	0.5498	0.5464	0.5448	0.5439	0.5423	0.5406	0.5381	0.534	0.534	0.534	0.534	0.534	0.534	0.534	0.5547
EQR	0.5796	0.5804	0.5804	0.5771	0.5721	0.5647	0.5638	0.5622	0.5614	0.5564	0.5431	0.5357	0.534	0.5315	0.5307	0.5149	0.5166	0.5166	0.5804
SRCL	0.5507	0.5507	0.5498	0.5498	0.5498	0.5449	0.5449	0.544	0.5401	0.5391	0.5343	0.5343	0.5343	0.5343	0.5343	0.5343	0.5343	0.5343	0.5507
KR	0.631	0.6294	0.6269	0.6269	0.6219	0.6119	0.6111	0.6053	0.602	0.597	0.5763	0.5655	0.5514	0.5473	0.5415	0.5373	0.5357	0.5357	0.631
GT	0.5638	0.5638	0.5647	0.5655	0.5614	0.5556	0.5531	0.5514	0.5456	0.5431	0.5282	0.5182	0.5116	0.5124	0.5124	0.5116	0.5141	0.5108	0.5655
IVZ	0.5852	0.5861	0.587	0.5861	0.5806	0.565	0.5586	0.5586	0.5568	0.554	0.5348	0.5321	0.5284	0.5238	0.5229	0.5211	0.5211	0.5211	0.587
AIV	0.5597	0.5572	0.5547	0.5539	0.5531	0.5514	0.5498	0.5481	0.5489	0.5473	0.5456	0.5415	0.5381	0.5282	0.5265	0.5265	0.5265	0.5265	0.5597
X	0.6078	0.6111	0.6103	0.6078	0.6036	0.5929	0.5879	0.5821	0.5755	0.5663	0.5415	0.5182	0.5158	0.5116	0.5058	0.505	0.5075	0.5058	0.6111
NFLX	0.6443	0.6018	0.6018	0.6028	0.6008	0.5988	0.587	0.582	0.5711	0.5632	0.5316	0.5168	0.5138	0.5138	0.5158	0.5158	0.5158	0.5158	0.6443
DIS	0.6393	0.6393	0.6401	0.6393	0.6335	0.6227	0.6177	0.6144	0.6161	0.6128	0.5655	0.5423	0.5357	0.5249	0.5232	0.5265	0.5265	0.5265	0.6401
PFG	0.5904	0.5904	0.5896	0.5879	0.5846	0.5821	0.5788	0.5771	0.573	0.5697	0.5473	0.5373	0.5323	0.5249	0.5257	0.5232	0.5216	0.5191	0.5904
HD	0.7081	0.6882	0.6874	0.6849	0.6692	0.6526	0.6509	0.6393	0.6343	0.6177	0.5697	0.5522	0.5448	0.5323	0.5323	0.5224	0.5199	0.5182	0.7081
TEL	0.5041	0.5033	0.5033	0.5033	0.5017	0.5	0.5	0.5	0.5	0.4992	0.5008	0.4975	0.4975	0.4975	0.4975	0.4975	0.4975	0.4975	0.5041
EL	0.5431	0.5423	0.5423	0.5415	0.5381	0.5332	0.5307	0.5299	0.5265	0.5257	0.5216	0.5158	0.5207	0.5108	0.5108	0.5108	0.5108	0.5108	0.5431
VFC	0.5647	0.5638	0.5647	0.5655	0.5614	0.5547	0.5539	0.5531	0.5498	0.5448	0.5124	0.505	0.5058	0.5058	0.5058	0.5058	0.5058	0.5058	0.5655
EA	0.669	0.667	0.668	0.665	0.6561	0.6334	0.6265	0.6215	0.6057	0.5929	0.5573	0.5405	0.5198	0.5148	0.5119	0.5079	0.5079	0.5079	0.669
PCLN	0.6314	0.6294	0.6285	0.6275	0.6225	0.6107	0.6087	0.6028	0.5939	0.5889	0.5781	0.5642	0.5524	0.5514	0.5494	0.5425	0.5415	0.5395	0.6314
AET	0.6376	0.6376	0.6352	0.631	0.6252	0.6078	0.6028	0.6012	0.597	0.5821	0.5572	0.5415	0.5332	0.524	0.5141	0.5075	0.5008	0.4934	0.6376
LO	0.5961	0.597	0.5952	0.5943	0.5899	0.5864	0.5819	0.5819	0.581	0.5793	0.5527	0.5447	0.5394	0.5385	0.5394	0.5359	0.535	0.535	0.597
TROW	0.6075	0.6091	0.6083	0.6066	0.6025	0.5884	0.5793	0.5734	0.5668	0.5585	0.551	0.5369	0.522	0.5162	0.5154	0.5154	0.5154	0.5154	0.6091
PXD	0.5826	0.5808	0.5826	0.5808	0.5789	0.5733	0.5714	0.5696	0.5658	0.5658	0.5378	0.5247	0.5238	0.5154	0.5154	0.5154	0.5154	0.5154	0.5826
ALL	0.6103	0.6078	0.6078	0.6086	0.6061	0.5929	0.5871	0.5829	0.5796	0.5763	0.5655	0.5522	0.5556	0.5514	0.5473	0.5398	0.534	0.5332	0.6103
DNR	0.5553	0.5563	0.5583	0.5563	0.5563	0.5514	0.5484	0.5435	0.5385	0.5375	0.5277	0.5168	0.5148	0.5148	0.5148	0.5148	0.5148	0.5148	0.5583
IPG	0.5688	0.5713	0.5713	0.5705	0.563	0.5481	0.5456	0.5406	0.5431	0.5381	0.5166	0.5124	0.5066	0.5058	0.5058	0.5058	0.5058	0.5058	0.5713
DF	0.5705	0.5697	0.5697	0.5663	0.563	0.5597	0.5572	0.5547	0.5522	0.5481	0.5323	0.5332	0.5257	0.5257	0.5182	0.5182	0.5182	0.5182	0.5705
TE	0.573	0.573	0.5721	0.5721	0.5713	0.5688	0.5697	0.5688	0.5655	0.5614	0.5531	0.5456	0.5406	0.5406	0.5406	0.5406	0.5406	0.5406	0.573
BRCM	0.6838	0.6855	0.6813	0.6772	0.6697	0.6589	0.6515	0.6473	0.6415	0.6324	0.5801	0.5643	0.5278	0.5228	0.5237	0.5212	0.517	0.5154	0.6855
BMS	0.5439	0.5439	0.5439	0.5423	0.5415	0.5398	0.5373	0.5373	0.5373	0.5357	0.5282	0.5224	0.5216	0.5224	0.5207	0.5207	0.5207	0.5207	0.5439
KSS	0.6393	0.6401	0.6376	0.6368	0.6294	0.6252	0.6202	0.6144	0.6036	0.5962	0.558	0.5257	0.5141	0.5149	0.5066	0.5041	0.5075	0.4942	0.6401
THC	0.5647	0.5622	0.5589	0.5589	0.5489	0.5448	0.5398	0.5357	0.5332	0.5332	0.5182	0.5108	0.5008	0.4967	0.4975	0.4959	0.4959	0.4959	0.5647
FLR	0.5539	0.5547	0.5539	0.5539	0.5489	0.5439	0.5448	0.5381	0.5381	0.5365	0.5299	0.5232	0.5216	0.5083	0.5083	0.5083	0.4934	0.4934	0.5547
FAST	0.5605	0.5605	0.5605	0.5605	0.5587	0.5577	0.5559	0.5559	0.5568	0.5549	0.5438	0.5428	0.54	0.5354	0.5345	0.5345	0.5354	0.5363	0.5605
VTR	0.5632	0.5632	0.5632	0.5613	0.5593	0.5593	0.5583	0.5573	0.5573	0.5553	0.5494	0.5464	0.5445	0.5445	0.5435	0.5435	0.5435	0.5435	0.5632
MO	0.6575	0.6584	0.6584	0.6609	0.6493	0.6418	0.6418	0.6418	0.6368	0.6343	0.6061	0.5854	0.5788	0.573	0.5721	0.5738	0.5721	0.5688	0.6609
APD	0.5871	0.5871	0.5879	0.5871	0.5846	0.5813	0.5796	0.5738	0.573	0.5713	0.5589	0.5597	0.5514	0.5481	0.5506	0.5489	0.5481	0.5481	0.5879
HRS	0.5581	0.5581	0.5581	0.5581	0.5563	0.5498	0.5507	0.5488	0.5479	0.5433	0.5293	0.5274	0.5274	0.5274	0.5274	0.5274	0.5274	0.5274	0.5581
APOL	0.5693	0.5685	0.5701	0.571	0.5643	0.5568	0.5568	0.5552	0.5544	0.5502	0.5311	0.5295	0.5228	0.517	0.517	0.517	0.517	0.517	0.571
EIX	0.597	0.5978	0.597	0.5962	0.5904	0.5846	0.5796	0.5763	0.5738	0.5672	0.5431	0.5307	0.5323	0.524	0.5207	0.5207	0.5207	0.5207	0.5978
CAT	0.6857	0.6833	0.6849	0.6824	0.6725	0.6625	0.6575	0.6501	0.6493	0.6434	0.5904	0.5697	0.5556	0.5564	0.5539	0.5473	0.5489	0.534	0.6857
HOG	0.5539	0.5531	0.5531	0.5522	0.5481	0.5348	0.534	0.5348	0.5357	0.5357	0.5116	0.5091	0.505	0.4959	0.5008	0.5008	0.5008	0.5008	0.5539
BSX	0.6244	0.6244	0.626	0.6252	0.6211	0.6128	0.607	0.6028	0.6003	0.5978	0.5597	0.5415	0.5299	0.5174	0.5124	0.51	0.5091	0.505	0.626
ALTR	0.5668	0.5627	0.5618	0.5593	0.5568	0.5527	0.551	0.5461	0.5444	0.5452	0.5295	0.5212	0.5178	0.517	0.5154	0.5154	0.5071	0.5054	0.5668
IP	0.5688	0.5705	0.5721	0.5721	0.5713	0.5638	0.5572	0.5531	0.5506	0.5473	0.529	0.5182	0.5199	0.5199	0.5141	0.5116	0.5116	0.5116	0.5721
MNST	0.5077	0.5068	0.5068	0.5068	0.5051	0.5043	0.5051	0.5034	0.5026	0.5026	0.4974	0.4966	0.4966	0.4966	0.4966	0.4966	0.4966	0.4966	0.5077
WEC	0.5595	0.5595	0.5595	0.5595	0.5585	0.5537	0.5528	0.5528	0.5528	0.5499	0.5499	0.5489	0.5451	0.5451	0.5451	0.5451	0.5451	0.5451	0.5595
DO	0.5603	0.5603	0.5573	0.5543	0.5534	0.5474	0.5415	0.5405	0.5375	0.5356	0.5306	0.5277	0.5158	0.5049	0.502	0.502	0.502	0.502	0.5603
SLB	0.6294	0.6302	0.6294	0.6318	0.6235	0.6111	0.607	0.5995	0.5937	0.5879	0.5481	0.5464	0.5332	0.5158	0.5182	0.5041	0.5033	0.5033	0.6318
XRAY	0.537	0.5379	0.5379	0.537	0.5351	0.5331	0.5322	0.5322	0.5322	0.5322	0.5245	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5379
LOW	0.6235	0.6227	0.6202	0.626	0.6211	0.6103	0.6036	0.597	0.5896	0.5862	0.5522	0.5381	0.529	0.5249	0.5116	0.5124	0.51	0.5108	0.626
HST	0.5431	0.5415	0.5415	0.5423	0.5406	0.5381	0.5373	0.5373	0.5357	0.5315	0.5116	0.5075	0.5091	0.5091	0.5091	0.5091	0.5091	0.5091	0.5431
GE	0.6202	0.6227	0.6219	0.6194	0.6194	0.6136	0.6103	0.6053	0.6036	0.5954	0.5688	0.5423	0.5357	0.5381	0.5398	0.5398	0.5332	0.5357	0.6227
VMC	0.5182	0.5182	0.5182	0.5174	0.5149	0.5149	0.5158	0.5158	0.5083	0.5058	0.5008	0.4992	0.4975	0.495	0.4851	0.4851	0.4851	0.4851	0.5182
CMG	0.6235	0.6235	0.6235	0.6245	0.6196	0.6097	0.6067	0.5968	0.5909	0.5889	0.5771	0.5613	0.5474	0.5435	0.5425	0.5425	0.5395	0.5375	0.6245
QCOM	0.7203	0.7203	0.7203	0.7162	0.7095	0.6929	0.6797	0.6672	0.6548	0.6456	0.6058	0.5768	0.5585	0.5535	0.5402	0.5402	0.5394	0.5328	0.7203
PM	0.591	0.5919	0.5902	0.5885	0.5817	0.5732	0.569	0.5665	0.5605	0.5572	0.5402	0.5216	0.5174	0.5174	0.5199	0.5165	0.5148	0.5148	0.5919
ETR	0.5713	0.5697	0.5713	0.5705	0.5638	0.5547	0.5522	0.5489	0.5481	0.5473	0.5207	0.5133	0.5066	0.505	0.505	0.505	0.505	0.505	0.5713
GD	0.592	0.5904	0.5904	0.5904	0.5821	0.5713	0.568	0.5638	0.5597	0.5522	0.5166	0.5116	0.51	0.5025	0.5033	0.5025	0.5033	0.4983	0.592
YHOO	0.5834	0.5801	0.5801	0.5809	0.5776	0.5701	0.5676	0.5643	0.5627	0.5643	0.5452	0.532	0.5203	0.5012	0.5012	0.5012	0.5012	0.5021	0.5834
SO	0.6003	0.5995	0.5987	0.5987	0.592	0.5837	0.5821	0.5771	0.5763	0.5721	0.5547	0.5489	0.5415	0.5282	0.5282	0.5265	0.5265	0.5265	0.6003
AMAT	0.6307	0.6324	0.6315	0.6307	0.6241	0.6166	0.6158	0.6133	0.6108	0.6083	0.5627	0.5544	0.5585	0.5477	0.5461	0.5452	0.5427	0.5427	0.6324
JNPR	0.634	0.6332	0.6332	0.6315	0.6216	0.6083	0.6041	0.5983	0.5967	0.5934	0.5635	0.5402	0.5419	0.5378	0.5261	0.5245	0.5278	0.5212	0.634
CF	0.5763	0.5754	0.5754	0.5763	0.5754	0.568	0.5689	0.5689	0.5653	0.5643	0.5358	0.5322	0.5239	0.523	0.5221	0.5221	0.5221	0.5221	0.5763
APC	0.6658	0.6625	0.6625	0.665	0.6534	0.6401	0.631	0.626	0.6202	0.6161	0.5746	0.5531	0.5423	0.5357	0.5315	0.529	0.5249	0.5257	0.6658
CNP	0.5663	0.5663	0.5663	0.5647	0.5605	0.558	0.5572	0.558	0.5547	0.5522	0.5431	0.5406	0.5332	0.5332	0.5332	0.5332	0.5332	0.5332	0.5663
