NRG	0.6107	0.6117	0.6097	0.6097	0.6028	0.5958	0.586	0.585	0.581	0.5791	0.5455	0.5366	0.5326	0.5277	0.5168	0.5168	0.5168	0.5168	0.6117
CSC	0.5746	0.5738	0.573	0.573	0.5713	0.5672	0.5638	0.563	0.5605	0.5547	0.5415	0.534	0.5265	0.5282	0.5257	0.5257	0.5257	0.5282	0.5746
EBAY	0.6365	0.6365	0.6332	0.6315	0.6307	0.6224	0.6174	0.6108	0.605	0.5942	0.5585	0.5494	0.5485	0.5361	0.5328	0.5278	0.5187	0.5145	0.6365
AXP	0.7297	0.7148	0.7156	0.7172	0.7148	0.704	0.6982	0.6857	0.6741	0.6642	0.6003	0.5672	0.5423	0.5299	0.5282	0.5199	0.5199	0.5199	0.7297
HSY	0.5771	0.5771	0.5763	0.5755	0.5705	0.5647	0.5605	0.5556	0.5539	0.5547	0.5398	0.529	0.524	0.524	0.524	0.524	0.5232	0.5224	0.5771
WY	0.5896	0.5896	0.5887	0.5879	0.5837	0.5796	0.5771	0.5746	0.5738	0.573	0.563	0.558	0.5464	0.5423	0.5423	0.5381	0.5381	0.5381	0.5896
HAL	0.6551	0.6542	0.6551	0.6567	0.6501	0.6393	0.6368	0.6335	0.6269	0.6202	0.5763	0.5539	0.539	0.5182	0.5124	0.5141	0.5124	0.5124	0.6567
RF	0.6559	0.6517	0.6534	0.6517	0.6501	0.6368	0.6244	0.6169	0.6169	0.6053	0.563	0.5622	0.5415	0.5357	0.5299	0.524	0.5224	0.5224	0.6559
AMP	0.592	0.5929	0.5954	0.5937	0.5887	0.5846	0.5771	0.5771	0.5738	0.5713	0.5539	0.5473	0.5365	0.5282	0.5282	0.5257	0.5257	0.5257	0.5954
LNC	0.6003	0.6012	0.6028	0.602	0.5962	0.5871	0.5779	0.5755	0.573	0.5688	0.5506	0.5332	0.5224	0.5199	0.5108	0.5091	0.5091	0.5091	0.6028
GS	0.51	0.5116	0.5124	0.5116	0.5116	0.5108	0.5108	0.5108	0.5108	0.51	0.5083	0.5058	0.5058	0.5058	0.5058	0.5066	0.5066	0.5041	0.5124
V	0.6759	0.6749	0.6739	0.67	0.664	0.6453	0.6453	0.6393	0.6304	0.6215	0.582	0.5751	0.5642	0.5553	0.5593	0.5563	0.5494	0.5484	0.6759
COH	0.5837	0.5846	0.5821	0.5821	0.5804	0.5721	0.5655	0.5614	0.5572	0.5539	0.534	0.5307	0.5232	0.5232	0.5191	0.5191	0.5191	0.5182	0.5846
BDX	0.5705	0.5697	0.5697	0.5697	0.5672	0.5614	0.5597	0.558	0.5564	0.5564	0.5448	0.5365	0.5373	0.534	0.5323	0.5307	0.5307	0.5307	0.5705
AEP	0.5995	0.5995	0.6003	0.5987	0.5871	0.5813	0.5771	0.573	0.5697	0.5647	0.5522	0.5406	0.5274	0.5232	0.5257	0.5257	0.529	0.5265	0.6003
USB	0.6949	0.694	0.6932	0.6907	0.6841	0.6716	0.6584	0.6517	0.6443	0.6385	0.5854	0.5638	0.5456	0.5249	0.5207	0.5116	0.5124	0.5066	0.6949
EOG	0.5721	0.5721	0.5688	0.5672	0.563	0.5547	0.5539	0.5506	0.5489	0.5473	0.5265	0.5224	0.5182	0.5116	0.5116	0.5116	0.5116	0.5116	0.5721
CA	0.5771	0.5771	0.5804	0.5779	0.5721	0.5663	0.5589	0.5539	0.5556	0.5531	0.539	0.5315	0.5348	0.534	0.5323	0.5323	0.5323	0.5323	0.5804
RL	0.5224	0.5224	0.5224	0.5207	0.5191	0.5141	0.5133	0.5133	0.5091	0.5066	0.505	0.5058	0.505	0.5058	0.5058	0.5058	0.5058	0.5058	0.5224
MOS	0.5326	0.5316	0.5306	0.5296	0.5277	0.5257	0.5257	0.5247	0.5247	0.5257	0.5168	0.5059	0.5049	0.5049	0.5049	0.5049	0.5049	0.5049	0.5326
AIG	0.6584	0.6609	0.6584	0.6592	0.6501	0.6443	0.6393	0.6343	0.6302	0.6277	0.5929	0.568	0.5514	0.5431	0.5299	0.5149	0.5141	0.5141	0.6609
OMC	0.6119	0.6111	0.6078	0.6086	0.6028	0.592	0.5896	0.5829	0.5837	0.5796	0.5564	0.5481	0.5464	0.5423	0.5423	0.5431	0.5357	0.5348	0.6119
NU	0.5603	0.5603	0.5603	0.5603	0.5563	0.5543	0.5524	0.5504	0.5474	0.5474	0.5395	0.5336	0.5326	0.5267	0.5257	0.5257	0.5257	0.5257	0.5603
NI	0.5672	0.5672	0.5663	0.5672	0.5655	0.5622	0.5605	0.5589	0.5572	0.5572	0.5522	0.5448	0.5464	0.5439	0.5439	0.5439	0.5439	0.5439	0.5672
DPS	0.5749	0.5749	0.573	0.574	0.5664	0.5617	0.5608	0.5598	0.5561	0.5485	0.5306	0.524	0.5184	0.5156	0.5165	0.5156	0.5146	0.5146	0.5749
KEY	0.6352	0.6343	0.6343	0.6318	0.6285	0.6128	0.6036	0.6003	0.602	0.5978	0.5589	0.5489	0.5456	0.5398	0.5423	0.5398	0.5348	0.5315	0.6352
MCO	0.6716	0.6716	0.67	0.6675	0.665	0.6551	0.6493	0.6434	0.6318	0.6227	0.5638	0.5439	0.524	0.5224	0.5182	0.5182	0.5174	0.5166	0.6716
GME	0.6045	0.6053	0.6053	0.6045	0.5978	0.5879	0.5829	0.5779	0.5763	0.573	0.5564	0.5423	0.5332	0.5299	0.5249	0.524	0.5149	0.5141	0.6053
SEE	0.5398	0.539	0.5381	0.5381	0.5348	0.5323	0.5323	0.5315	0.5315	0.5299	0.524	0.5216	0.5191	0.5182	0.5191	0.5191	0.5191	0.5191	0.5398
WAT	0.5531	0.5531	0.5531	0.5531	0.5522	0.5481	0.5481	0.5473	0.5473	0.5464	0.5448	0.5365	0.5357	0.5357	0.5357	0.5357	0.5357	0.5357	0.5531
DISCA	0.5879	0.587	0.587	0.584	0.581	0.5741	0.5711	0.5702	0.5682	0.5662	0.5534	0.5455	0.5385	0.5385	0.5385	0.5385	0.5385	0.5385	0.5879
CMA	0.5804	0.5804	0.5796	0.5788	0.5755	0.5663	0.5614	0.5572	0.5531	0.5448	0.5365	0.5274	0.5224	0.5199	0.5083	0.5083	0.5041	0.5041	0.5804
AON	0.5791	0.581	0.5791	0.5781	0.5731	0.5682	0.5672	0.5662	0.5652	0.5623	0.5415	0.5366	0.5385	0.5366	0.5366	0.5356	0.5356	0.5356	0.581
WM	0.5714	0.5714	0.5714	0.5714	0.5679	0.5671	0.5671	0.5645	0.561	0.5592	0.5479	0.5436	0.5409	0.5322	0.5322	0.5322	0.5322	0.5322	0.5714
TXN	0.7081	0.7106	0.704	0.7032	0.6982	0.6833	0.6774	0.67	0.6609	0.6534	0.6103	0.5904	0.568	0.5622	0.5539	0.5464	0.5406	0.5299	0.7106
EW	0.5721	0.5721	0.5711	0.5702	0.5702	0.5632	0.5632	0.5623	0.5603	0.5553	0.5464	0.5415	0.5356	0.5287	0.5287	0.5287	0.5287	0.5287	0.5721
BLL	0.5348	0.5348	0.5348	0.534	0.5315	0.5307	0.529	0.529	0.5282	0.5282	0.5191	0.5149	0.5133	0.5133	0.5133	0.5133	0.5133	0.5133	0.5348
FLS	0.5544	0.5544	0.5544	0.5553	0.5497	0.5432	0.5441	0.5413	0.5413	0.5413	0.5347	0.5338	0.5338	0.5263	0.5225	0.5225	0.5225	0.5225	0.5553
SE	0.5912	0.592	0.5904	0.5896	0.5854	0.5829	0.5821	0.5813	0.5813	0.5771	0.568	0.5614	0.5456	0.5456	0.5456	0.5431	0.5406	0.5406	0.592
FDX	0.6683	0.6675	0.6692	0.665	0.6542	0.6327	0.6244	0.6177	0.6103	0.597	0.563	0.5514	0.539	0.534	0.5299	0.5265	0.5174	0.5158	0.6692
ADM	0.5929	0.5945	0.5945	0.5945	0.5896	0.5796	0.5771	0.5697	0.5663	0.5622	0.5381	0.5149	0.5133	0.5191	0.5182	0.5174	0.5182	0.5124	0.5945
DOW	0.6318	0.6327	0.6302	0.6318	0.626	0.6128	0.6086	0.6045	0.5995	0.5945	0.568	0.5564	0.5464	0.5381	0.539	0.5357	0.5357	0.5299	0.6327
BAX	0.5978	0.5978	0.597	0.5978	0.5879	0.5846	0.5821	0.5821	0.5804	0.5713	0.5539	0.5398	0.5381	0.5357	0.5323	0.5307	0.529	0.529	0.5978
AES	0.5804	0.5788	0.5779	0.5779	0.5738	0.5622	0.5605	0.5556	0.5556	0.5489	0.534	0.5274	0.524	0.524	0.524	0.524	0.524	0.524	0.5804
TER	0.5332	0.5323	0.5323	0.5323	0.5315	0.5282	0.5257	0.5232	0.5182	0.5174	0.5008	0.4867	0.4859	0.4859	0.4859	0.4859	0.4859	0.4859	0.5332
SLM	0.592	0.5929	0.5929	0.592	0.5862	0.5813	0.5804	0.5771	0.5713	0.563	0.5357	0.5265	0.5166	0.5158	0.5158	0.5158	0.5158	0.5158	0.5929
WFM	0.5958	0.5978	0.5939	0.5958	0.586	0.5771	0.5741	0.5692	0.5652	0.5632	0.5336	0.5296	0.5287	0.5277	0.5267	0.5257	0.5257	0.5257	0.5978
ACE	0.5545	0.5554	0.5545	0.5554	0.5527	0.5437	0.541	0.5365	0.5338	0.5311	0.5203	0.5167	0.5194	0.5185	0.5185	0.5185	0.5185	0.5185	0.5554
PSA	0.5456	0.5448	0.5448	0.5439	0.5431	0.5398	0.539	0.5365	0.5348	0.5332	0.5315	0.5199	0.5199	0.5199	0.5199	0.5199	0.5199	0.5199	0.5456
LUV	0.7355	0.7396	0.7413	0.7363	0.7255	0.7081	0.6982	0.6874	0.6766	0.6708	0.6153	0.5945	0.5738	0.5622	0.5439	0.5257	0.5133	0.51	0.7413
SCG	0.5415	0.5415	0.5405	0.5405	0.5395	0.5326	0.5316	0.5316	0.5306	0.5306	0.5237	0.5247	0.5247	0.5247	0.5247	0.5247	0.5247	0.5247	0.5415
A	0.5751	0.5741	0.5731	0.5731	0.5672	0.5662	0.5613	0.5603	0.5543	0.5504	0.5346	0.5346	0.5316	0.5306	0.5306	0.5306	0.5306	0.5306	0.5751
EMN	0.5481	0.5481	0.5456	0.5448	0.5423	0.5381	0.539	0.539	0.5381	0.5373	0.5224	0.5191	0.5158	0.5158	0.5158	0.5158	0.5158	0.5158	0.5481
PBI	0.5464	0.5439	0.5439	0.5439	0.5431	0.5398	0.539	0.5381	0.5373	0.5357	0.529	0.5199	0.5141	0.5141	0.5141	0.5141	0.5141	0.5141	0.5464
TSS	0.5514	0.5522	0.5522	0.5531	0.5531	0.5481	0.5481	0.5456	0.5448	0.5415	0.5332	0.5348	0.5348	0.5282	0.5282	0.5282	0.5282	0.5282	0.5531
PAYX	0.5643	0.5643	0.5651	0.5651	0.5635	0.5593	0.5593	0.5585	0.5593	0.5568	0.5461	0.5452	0.5436	0.5427	0.5394	0.5394	0.5394	0.5394	0.5651
HAS	0.5887	0.5896	0.5896	0.5887	0.5879	0.5796	0.5779	0.5755	0.5721	0.5721	0.5547	0.5522	0.5456	0.5348	0.529	0.529	0.529	0.529	0.5896
COG	0.5717	0.5717	0.5708	0.5708	0.5664	0.5611	0.5566	0.554	0.5504	0.5425	0.523	0.5142	0.515	0.5124	0.5133	0.5133	0.5133	0.5133	0.5717
HRB	0.5978	0.6003	0.5978	0.5962	0.5879	0.5837	0.5779	0.5746	0.5697	0.5663	0.5431	0.5381	0.5348	0.5265	0.5282	0.5299	0.5299	0.5299	0.6003
UPS	0.6285	0.6302	0.6285	0.6277	0.6244	0.6169	0.6111	0.6078	0.6003	0.5962	0.5589	0.5332	0.5282	0.5182	0.5174	0.5133	0.5116	0.5091	0.6302
MRK	0.6443	0.6493	0.6493	0.6459	0.6484	0.6401	0.6335	0.6269	0.6161	0.6103	0.563	0.5406	0.5274	0.5133	0.5066	0.5066	0.505	0.505	0.6493
FIS	0.5746	0.5755	0.5746	0.5755	0.5721	0.5705	0.5705	0.5688	0.5688	0.5597	0.5498	0.5464	0.5381	0.5357	0.5348	0.5348	0.5348	0.5348	0.5755
K	0.6086	0.6086	0.6086	0.6078	0.6028	0.597	0.5929	0.5912	0.5879	0.5788	0.5489	0.5439	0.539	0.5332	0.5332	0.5323	0.5323	0.534	0.6086
GRMN	0.5543	0.5543	0.5534	0.5534	0.5534	0.5474	0.5474	0.5484	0.5464	0.5425	0.5346	0.5336	0.5326	0.5326	0.5326	0.5326	0.5326	0.5326	0.5543
BK	0.6722	0.6714	0.6689	0.6589	0.6515	0.6382	0.6299	0.6257	0.6158	0.6116	0.5784	0.556	0.5444	0.5286	0.5203	0.5137	0.5154	0.512	0.6722
PRU	0.6633	0.6642	0.6592	0.6617	0.6551	0.6418	0.636	0.6327	0.6252	0.6252	0.5804	0.5498	0.5415	0.5315	0.5332	0.5332	0.5315	0.5224	0.6642
ABC	0.5672	0.5647	0.5638	0.5647	0.5647	0.5597	0.5539	0.5539	0.5514	0.5489	0.5398	0.5315	0.5299	0.5274	0.529	0.5282	0.5282	0.5282	0.5672
FITB	0.639	0.6382	0.6365	0.6382	0.634	0.6216	0.61	0.6091	0.6025	0.5967	0.5734	0.5577	0.5419	0.5361	0.5203	0.5195	0.5154	0.5137	0.639
OXY	0.6045	0.602	0.602	0.6003	0.5987	0.5896	0.5813	0.5788	0.5746	0.5746	0.5647	0.5506	0.5464	0.5381	0.5348	0.5282	0.5265	0.5282	0.6045
ANF	0.6451	0.6434	0.6443	0.6426	0.6343	0.6144	0.6053	0.6003	0.5929	0.5929	0.5564	0.5464	0.5365	0.5323	0.5323	0.5299	0.5299	0.529	0.6451
CMCSA	0.6747	0.6556	0.6548	0.6548	0.649	0.6407	0.6365	0.6257	0.6133	0.605	0.5552	0.5237	0.5187	0.5071	0.5012	0.4979	0.4913	0.4954	0.6747
VAR	0.5464	0.5464	0.5456	0.5439	0.5415	0.5348	0.5332	0.5315	0.5307	0.5282	0.5265	0.5216	0.5207	0.5207	0.5191	0.5191	0.5191	0.5191	0.5464
BEN	0.5879	0.5871	0.5854	0.5837	0.5804	0.5713	0.568	0.568	0.5655	0.5614	0.5498	0.5415	0.5332	0.529	0.5274	0.5274	0.5274	0.5274	0.5879
SWN	0.5802	0.5635	0.5627	0.5618	0.5583	0.5539	0.5521	0.5513	0.5451	0.5408	0.5311	0.5241	0.5206	0.511	0.5039	0.5013	0.5013	0.5013	0.5802
APH	0.5169	0.5169	0.5159	0.515	0.5131	0.5103	0.5094	0.5084	0.5084	0.5084	0.5028	0.5028	0.5028	0.5028	0.5028	0.5028	0.5028	0.5028	0.5169
BA	0.5755	0.5755	0.5763	0.5755	0.5771	0.5738	0.573	0.5713	0.5688	0.5647	0.5448	0.529	0.524	0.5249	0.5249	0.5232	0.5199	0.5199	0.5771
BAC	0.5357	0.5357	0.5373	0.5373	0.5373	0.5365	0.5365	0.5373	0.5381	0.539	0.5307	0.529	0.5257	0.5216	0.5207	0.5116	0.5116	0.5116	0.539
FDO	0.5937	0.5929	0.5929	0.592	0.5887	0.5763	0.5746	0.5705	0.5688	0.5622	0.5415	0.5332	0.524	0.5232	0.5174	0.5174	0.5174	0.5174	0.5937
GAS	0.5614	0.5614	0.5614	0.5614	0.5605	0.5614	0.5605	0.5605	0.5605	0.5597	0.5597	0.5556	0.5531	0.5531	0.5506	0.5506	0.5498	0.5498	0.5614
CTAS	0.5593	0.5602	0.5602	0.5593	0.5577	0.5544	0.5527	0.5519	0.551	0.551	0.5328	0.5336	0.5336	0.5328	0.532	0.532	0.532	0.532	0.5602
AMT	0.5083	0.5083	0.5083	0.5083	0.5083	0.5058	0.5058	0.5058	0.5058	0.505	0.5033	0.5033	0.5033	0.5033	0.5033	0.5033	0.5033	0.5033	0.5083
TJX	0.5978	0.5995	0.5995	0.5962	0.5896	0.5813	0.5821	0.5763	0.5755	0.5638	0.5473	0.5373	0.5365	0.5332	0.5332	0.5265	0.5249	0.5249	0.5995
SIAL	0.5369	0.5369	0.5361	0.5378	0.5344	0.5328	0.5336	0.5328	0.5336	0.5303	0.5228	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5178	0.5378
PEP	0.6973	0.699	0.7032	0.6998	0.6891	0.6692	0.6617	0.6559	0.6451	0.6327	0.5879	0.5638	0.5498	0.5323	0.4942	0.495	0.4925	0.4925	0.7032
PLD	0.5498	0.5498	0.5498	0.5498	0.5481	0.5464	0.5464	0.5464	0.5464	0.5464	0.5406	0.5406	0.5381	0.5373	0.5373	0.5373	0.5373	0.5373	0.5498
CVS	0.6443	0.6451	0.6451	0.6476	0.6443	0.6368	0.6302	0.6227	0.6186	0.6119	0.5771	0.5647	0.5547	0.5522	0.5415	0.5365	0.5323	0.5299	0.6476
MSI	0.586	0.587	0.586	0.586	0.582	0.5711	0.5682	0.5652	0.5346	0.5346	0.5188	0.5138	0.5336	0.5287	0.5287	0.5287	0.5287	0.5287	0.587
MKC	0.5746	0.573	0.5721	0.5721	0.5721	0.5697	0.5688	0.5688	0.5688	0.5663	0.5539	0.5539	0.5539	0.5539	0.5539	0.5539	0.5539	0.5539	0.5746
EQT	0.5452	0.5452	0.5462	0.5452	0.5432	0.5403	0.5373	0.5344	0.5344	0.5344	0.5226	0.5236	0.5236	0.5236	0.5236	0.5236	0.5236	0.5236	0.5462
MAS	0.5431	0.5423	0.5423	0.5406	0.5398	0.5398	0.5381	0.5381	0.5381	0.5332	0.5199	0.5158	0.5158	0.5141	0.5141	0.5141	0.5141	0.5141	0.5431
BBT	0.6426	0.6401	0.6426	0.6418	0.631	0.6128	0.6095	0.6078	0.6003	0.5962	0.5547	0.5514	0.5381	0.5323	0.5265	0.5249	0.5224	0.5224	0.6426
MCHP	0.5303	0.5303	0.532	0.532	0.5311	0.5295	0.5386	0.5378	0.5353	0.5311	0.5195	0.5203	0.5154	0.5145	0.5154	0.5154	0.5162	0.5162	0.5386
FE	0.5738	0.573	0.5713	0.5705	0.5672	0.563	0.5597	0.5564	0.5522	0.5506	0.5381	0.5299	0.529	0.5257	0.5216	0.5207	0.5199	0.5199	0.5738
FSLR	0.6502	0.6512	0.6522	0.6542	0.6502	0.6364	0.6294	0.6235	0.6196	0.6097	0.5642	0.5445	0.5455	0.5336	0.5079	0.504	0.504	0.504	0.6542
MRO	0.7305	0.7231	0.7222	0.7148	0.6899	0.6716	0.6667	0.6542	0.6517	0.6451	0.5804	0.573	0.5688	0.5589	0.5531	0.5431	0.5274	0.5249	0.7305
FCX	0.6335	0.6318	0.631	0.6294	0.6244	0.6144	0.607	0.5978	0.5945	0.5879	0.5423	0.5249	0.5307	0.5299	0.5299	0.5315	0.5207	0.5207	0.6335
PNW	0.534	0.534	0.534	0.5357	0.5357	0.534	0.534	0.534	0.5332	0.5315	0.5274	0.5274	0.5182	0.5182	0.5182	0.5182	0.5182	0.5182	0.5357
NE	0.5705	0.5697	0.5697	0.5655	0.5597	0.5547	0.5498	0.5431	0.5439	0.5398	0.5207	0.5133	0.51	0.5025	0.5	0.5008	0.5008	0.5008	0.5705
ADBE	0.644	0.6407	0.6373	0.6349	0.6274	0.6191	0.61	0.6075	0.6058	0.6	0.5685	0.5494	0.5452	0.5361	0.5311	0.5203	0.5154	0.5129	0.644
MAT	0.6202	0.6169	0.6153	0.6144	0.6045	0.597	0.5871	0.5788	0.5746	0.5655	0.5506	0.5423	0.5357	0.5348	0.5348	0.534	0.534	0.534	0.6202
HES	0.6924	0.6965	0.6924	0.6882	0.6716	0.6625	0.6542	0.6493	0.6343	0.6252	0.5804	0.5663	0.5531	0.5315	0.5191	0.5108	0.5108	0.5108	0.6965
SYY	0.563	0.563	0.563	0.563	0.5605	0.5589	0.5572	0.5572	0.5564	0.5556	0.5464	0.5456	0.5448	0.5439	0.5439	0.5439	0.5439	0.5439	0.563
KLAC	0.5809	0.5809	0.5809	0.5801	0.5743	0.566	0.5643	0.5593	0.5602	0.5568	0.5386	0.5369	0.5369	0.5353	0.5286	0.527	0.5237	0.5245	0.5809
OI	0.5385	0.5385	0.5385	0.5375	0.5366	0.5316	0.5316	0.5267	0.5257	0.5257	0.5188	0.5188	0.5188	0.5188	0.5178	0.5237	0.5227	0.5227	0.5385
WYNN	0.611	0.609	0.6138	0.61	0.6033	0.5985	0.5937	0.5917	0.5812	0.5687	0.5514	0.5389	0.5312	0.5293	0.5255	0.5216	0.5226	0.5197	0.6138
COV	0.5207	0.5207	0.5207	0.5207	0.5199	0.5182	0.5166	0.5149	0.5141	0.5141	0.5124	0.5075	0.5075	0.5075	0.5075	0.5075	0.5075	0.5075	0.5207
VIAB	0.6759	0.6779	0.6769	0.6789	0.667	0.6532	0.6462	0.6393	0.6374	0.6245	0.581	0.5623	0.5543	0.5514	0.5484	0.5484	0.5474	0.5474	0.6789
IGT	0.5481	0.5481	0.5498	0.5481	0.5398	0.5357	0.534	0.5332	0.5323	0.5315	0.5299	0.5265	0.5249	0.5265	0.5232	0.5232	0.5216	0.5199	0.5498
M	0.7231	0.7206	0.7239	0.7189	0.7123	0.6808	0.6849	0.6733	0.6501	0.6592	0.6078	0.573	0.568	0.5589	0.5622	0.5489	0.5456	0.539	0.7239
JCP	0.6575	0.6559	0.6542	0.6559	0.6501	0.6393	0.6285	0.6244	0.6177	0.6086	0.5547	0.5423	0.539	0.5274	0.5232	0.5191	0.5158	0.5133	0.6575
AIZ	0.5655	0.5655	0.5663	0.5663	0.5622	0.5605	0.5564	0.5547	0.5539	0.5498	0.5431	0.5431	0.5431	0.5423	0.5423	0.5415	0.529	0.5282	0.5663
ITW	0.5381	0.5365	0.5348	0.5357	0.529	0.5265	0.5216	0.5224	0.5224	0.5207	0.5124	0.5083	0.4967	0.5017	0.5017	0.5017	0.4983	0.4983	0.5381
WHR	0.5904	0.5896	0.5896	0.5896	0.5837	0.5738	0.5672	0.5647	0.5589	0.5514	0.5307	0.5282	0.5224	0.5149	0.5108	0.5108	0.5108	0.5108	0.5904
CINF	0.5469	0.5469	0.5469	0.5469	0.5469	0.5469	0.5461	0.5461	0.5461	0.5436	0.5311	0.5311	0.5311	0.5311	0.5311	0.5311	0.5311	0.5311	0.5469
CMI	0.5705	0.5705	0.5705	0.5705	0.568	0.5638	0.5647	0.5614	0.558	0.5572	0.539	0.5307	0.5265	0.5249	0.5207	0.5224	0.5158	0.5158	0.5705
SYK	0.597	0.5978	0.5978	0.597	0.5896	0.5846	0.5829	0.5829	0.5788	0.5721	0.5481	0.534	0.5249	0.5224	0.5224	0.5224	0.5224	0.5224	0.5978
DOV	0.5373	0.5373	0.5381	0.539	0.5365	0.5348	0.5323	0.5315	0.5307	0.5299	0.5232	0.5224	0.5216	0.5224	0.5224	0.5224	0.5224	0.5224	0.539
JNJ	0.6584	0.6617	0.6617	0.6609	0.6567	0.6443	0.6368	0.6302	0.6235	0.6211	0.5755	0.558	0.5498	0.5439	0.5373	0.5365	0.5224	0.5174	0.6617
XEL	0.5688	0.5688	0.568	0.568	0.5647	0.5614	0.5597	0.5589	0.5597	0.5589	0.5473	0.5373	0.539	0.5348	0.5207	0.5207	0.5207	0.5207	0.5688
