-2	GME	5.999340
2	GME	5.473660
losses	GME	4.916730
17	GME	4.529630
up	GME	4.516720
7.1	GME	3.207200
6.9	GME	2.968330
holiday	GME	2.922970
sinks	GME	2.846440
99	GME	2.844350
199	GME	2.832990
see	GME	2.582250
''	GME	2.436050
``	GME	2.436050
2nd	GME	2.371900
slump	GME	2.338230
360	GME	2.329900
highlight	GME	2.207520
price	GME	2.174790
other	GME	-4.702540
--	GME	-4.661750
shares	GME	-4.050100
retail	GME	-3.934750
power	GME	-3.484770
fall	GME	-3.356350
25	GME	-3.251540
2010	GME	-3.042420
slip	GME	-2.973640
focus	GME	-2.748560
looks	GME	-2.719920
profit	GME	-2.693210
28	GME	-2.578160
video-game	GME	-2.478320
60	GME	-2.463690
tech	GME	-2.371320
6	GME	-2.356290
'10	GME	-2.340990
500	GME	-2.295250
de	GME	-2.295250
