7	C	3.686880
rise	C	2.200450
blame	C	1.897060
's	C	1.243010
movers	C	1.077920
stocks	C	0.972776
battles	C	0.890044
season	C	0.581378
slip	C	0.581378
10	C	0.459970
stocks’	C	0.355555
gainers	C	0.355555
rally	C	0.355555
records	C	0.355555
topples	C	0.355555
tops	C	0.355555
hairs	C	0.317664
2	C	0.317664
cross	C	0.317664
financial	C	-6.482110
7.1	C	-5.990300
fall	C	-5.786970
hurt	C	-5.429180
4	C	-4.747750
bailout	C	-4.482870
banks	C	-4.261000
n't	C	-3.489100
22	C	-2.744230
but	C	-2.261130
fail	C	-1.168130
tests	C	-1.168130
stress	C	-1.168130
85	C	-0.876079
meeting	C	-0.876079
shareholder	C	-0.876079
digs	C	-0.876079
650	C	-0.713356
down	C	-0.713356
consumer	C	-0.713356
