AA		0.810152284264		0.56		1.0		0.413333333333		0.766695431156
ABT		1.25149489975		0.408163265306		1.0		0.510204081633		0.972120785617
ADBE		1.3048673856		0.425		1.0		0.55		1.22598819621
AET		1.25717192269		0.490909090909		1.0		0.545454545455		1.09699963085
AMD		0.498753117207		0.490909090909		0.780447856057		0.409090909091		0.619337713827
AMGN		1.48034342521		0.488372093023		1.12764209581		0.511627906977		1.13875804536
ANF		0.946837008036		0.578125		1.26063626463		0.5625		1.1239894806
APC		1.07139188495		0.508474576271		1.0		0.542372881356		1.0619348785
AXP		1.28840070299		0.475		1.0237326933		0.5625		1.20422890472
BBT		1.11745189117		0.487804878049		1.0		0.536585365854		0.861001668621
BBY		1.19136626613		0.566433566434		1.0		0.440559440559		0.873940405631
BIIB		1.57992063492		0.526315789474		0.97268509199		0.394736842105		0.972542639541
BK		1.21166950596		0.542857142857		1.0		0.5		0.980331174149
BLK		1.26132386508		0.550561797753		1.08437725262		0.494382022472		1.03942090407
BMY		1.42283758556		0.392857142857		1.0		0.571428571429		1.01321009918
BRCM		0.858914728682		0.555555555556		1.0		0.518518518519		1.03827425745
BSX		1.52842809365		0.428571428571		1.02447889407		0.333333333333		0.944300319301
CAT		0.80309178744		0.516666666667		1.0		0.458333333333		0.872872753374
CBS		1.40389221557		0.435294117647		1.0		0.635294117647		1.32039658242
CHK		0.893109540636		0.467625899281		1.0		0.517985611511		0.762098647695
CMCSA		1.35780129737		0.468253968254		1.0		0.468253968254		1.20868834131
CME		1.37937848033		0.5		1.0		0.5		0.984005520629
COF		1.11038726022		0.484375		0.930949569384		0.4375		0.928736374893
COP		1.10347349177		0.488764044944		1.0		0.539325842697		1.09405948498
COST		1.29995214166		0.536231884058		1.0		0.492753623188		1.08806135737
CVS		1.30959963603		0.436363636364		1.03702476912		0.472727272727		0.975392703777
DD		1.04503258937		0.510204081633		0.959252377608		0.469387755102		0.986615322063
DOW		0.981353383459		0.581395348837		1.0		0.418604651163		0.955902184716
EA		1.33292904791		0.443037974684		0.873693719569		0.46835443038		1.21245490455
EMC		0.814257028112		0.442857142857		0.918726694946		0.485714285714		0.964175851399
FCX		0.808730614589		0.525		0.780659015963		0.4		0.925918254621
FDX		1.05709589041		0.491228070175		0.91942746527		0.508771929825		0.979813208325
FITB		1.29291453616		0.447368421053		1.05122232554		0.552631578947		1.14883211544
GPS		1.6140625		0.378048780488		1.0		0.585365853659		1.28314225576
HAL		1.27759095078		0.62962962963		1.37058986897		0.648148148148		1.43470846561
HBAN		1.2256		0.571428571429		1.0		0.47619047619		0.864042467115
HD		1.50591595267		0.53		1.30356176722		0.55		1.33445072775
HES		1.09585758302		0.584269662921		1.1107133897		0.483146067416		1.07107040996
HIG		1.42642059252		0.380952380952		1.0		0.666666666667		1.33115970192
ICE		1.2557124145		0.466666666667		1.07478326625		0.644444444444		1.22720279104
JNPR		0.821241258741		0.560606060606		0.997851446938		0.484848484848		1.02507048521
JWN		1.07162585159		0.406779661017		0.949560174289		0.593220338983		1.02366337181
