AA	1206	0.501700	0.498300	0.599500
ABC	1206	0.471800	0.528200	0.549800
ABT	1206	0.472600	0.527400	0.589600
ACE	1111	0.475200	0.524800	0.534700
ACN	1012	0.455500	0.544500	0.563200
ADBE	1205	0.488800	0.511200	0.564300
ADI	1206	0.481800	0.518200	0.541500
ADM	1206	0.472600	0.527400	0.555600
ADP	1206	0.461900	0.538100	0.566300
ADSK	1205	0.483000	0.517000	0.545200
AEE	1206	0.487600	0.512400	0.519900
AEP	1206	0.482600	0.517400	0.547300
AES	1206	0.478400	0.521600	0.539000
AET	1206	0.503300	0.496700	0.553900
AFL	1206	0.486700	0.513300	0.550600
AGN	1206	0.483400	0.516600	0.526500
AIG	1206	0.507500	0.492500	0.589600
AIV	1206	0.473500	0.526500	0.536500
AIZ	1206	0.473500	0.526500	0.531500
AKAM	1205	0.492100	0.507900	0.534400
ALL	1206	0.479300	0.520700	0.550600
ALTR	1205	0.506200	0.493800	0.537800
ALXN	1012	0.474300	0.525700	0.537500
AMAT	1205	0.481300	0.518700	0.592500
AMD	1206	0.494200	0.505800	0.616100
AMGN	1205	0.497900	0.502100	0.564300
AMP	1206	0.485900	0.514100	0.543100
AMT	1206	0.486700	0.513300	0.515800
AMZN	1205	0.501200	0.498800	0.521200
ANF	1206	0.496700	0.503300	0.576300
AN	1206	0.470100	0.529900	0.548900
AON	1012	0.468400	0.531600	0.552400
APA	1206	0.480900	0.519100	0.536500
APC	1206	0.500000	0.500000	0.583700
APD	1206	0.454400	0.545600	0.567200
APH	1066	0.494400	0.505600	0.504700
APOL	1205	0.510400	0.489600	0.536900
ARG	1012	0.456500	0.543500	0.554300
ATI	1206	0.515800	0.484200	0.502500
A	1012	0.466400	0.533600	0.551400
AVB	1206	0.484200	0.515800	0.524000
AVP	1206	0.503300	0.496700	0.526500
AVY	1206	0.461000	0.539000	0.546400
AXP	1206	0.476800	0.523200	0.629400
AZO	1206	0.457700	0.542300	0.558900
BAC	1206	0.510000	0.490000	0.532300
BA	1206	0.493400	0.506600	0.544800
BAX	1206	0.484200	0.515800	0.544800
BBBY	1205	0.479700	0.520300	0.547700
BBT	1206	0.488400	0.511600	0.563800
BBY	1206	0.495000	0.505000	0.575500
BCR	1206	0.485100	0.514900	0.529900
BDX	1206	0.473500	0.526500	0.540600
BEN	1206	0.473500	0.526500	0.562200
BHI	1206	0.497500	0.502500	0.560500
BIG	1206	0.485900	0.514100	0.535700
BIIB	1205	0.469700	0.530300	0.578400
BK	1205	0.504600	0.495400	0.554400
BLK	1012	0.491100	0.508900	0.590900
BLL	1206	0.480100	0.519900	0.524000
BMS	1206	0.476800	0.523200	0.530700
BMY	1206	0.473500	0.526500	0.585400
BRCM	1205	0.495400	0.504600	0.590000
BSX	1206	0.486700	0.513300	0.564700
BTU	1206	0.519900	0.480100	0.572100
BXP	1206	0.479300	0.520700	0.531500
CAG	1206	0.466800	0.533200	0.559700
CAH	1206	0.476800	0.523200	0.539800
CAM	1206	0.495000	0.505000	0.536500
CAT	1206	0.490000	0.510000	0.577900
CA	1206	0.469300	0.530700	0.549800
CBG	1206	0.487600	0.512400	0.518200
CBS	1206	0.492500	0.507500	0.594500
CB	1206	0.479300	0.520700	0.547300
CCE	1206	0.460200	0.539800	0.542300
CCI	1012	0.469400	0.530600	0.533600
CCL	1206	0.497500	0.502500	0.524000
CELG	1205	0.463100	0.536900	0.561000
CERN	1012	0.467400	0.532600	0.546400
CF	1088	0.487100	0.512900	0.524800
CHK	1206	0.471800	0.528200	0.629400
CHRW	1205	0.466400	0.533600	0.541100
CINF	1205	0.469700	0.530300	0.534400
CI	1206	0.485100	0.514900	0.540600
CLF	1012	0.500000	0.500000	0.530600
CL	1206	0.476800	0.523200	0.547300
CLX	1206	0.478400	0.521600	0.543900
CMA	1206	0.505000	0.495000	0.536500
CMCSA	1205	0.479700	0.520300	0.556800
CME	1206	0.488400	0.511600	0.576300
CMG	1012	0.460500	0.539500	0.569200
CMI	1206	0.493400	0.506600	0.520700
CMS	1206	0.448600	0.551400	0.558000
CNP	1206	0.464300	0.535700	0.555600
CNX	1206	0.505800	0.494200	0.554700
COF	1206	0.495000	0.505000	0.569700
COG	1130	0.503500	0.496500	0.540700
COH	1206	0.494200	0.505800	0.542300
COL	1206	0.500800	0.499200	0.529900
COP	1206	0.469300	0.530700	0.612800
COST	1205	0.491300	0.508700	0.579300
COV	1206	0.502500	0.497500	0.501700
CPB	1206	0.454400	0.545600	0.568800
CRM	1075	0.503300	0.496700	0.565600
CSCO	1205	0.485500	0.514500	0.584200
CSC	1206	0.483400	0.516600	0.531500
CSX	1206	0.454400	0.545600	0.568800
CTAS	1205	0.465600	0.534400	0.540200
CTL	1206	0.463500	0.536500	0.553900
CTSH	1205	0.489600	0.510400	0.500400
CTXS	1205	0.488000	0.512000	0.543600
C	1206	0.498300	0.501700	0.510800
CVC	1012	0.482200	0.517800	0.553400
CVS	1206	0.481800	0.518200	0.558000
CVX	1206	0.461900	0.538100	0.631800
DD	1206	0.472600	0.527400	0.566300
DE	1206	0.486700	0.513300	0.548900
DFS	1206	0.463500	0.536500	0.586200
DF	1206	0.481800	0.518200	0.539000
DGX	1206	0.475100	0.524900	0.537300
DHI	1206	0.508300	0.491700	0.546400
DHR	1206	0.480900	0.519100	0.530700
DISCA	1012	0.454500	0.545500	0.559300
DIS	1206	0.488400	0.511600	0.561400
DLTR	1012	0.469400	0.530600	0.555300
DNB	1018	0.451900	0.548100	0.552100
DNR	1012	0.488100	0.511900	0.538500
DO	1012	0.493100	0.506900	0.521700
DOV	1206	0.466800	0.533200	0.540600
DOW	1206	0.486700	0.513300	0.535700
DPS	1061	0.475000	0.525000	0.537200
DRI	1206	0.488400	0.511600	0.533200
DTE	1206	0.449400	0.550600	0.557200
DTV	1205	0.462200	0.537800	0.561000
D	1206	0.479300	0.520700	0.542300
DUK	1206	0.469300	0.530700	0.560500
DVA	1107	0.487800	0.512200	0.517600
DVN	1206	0.495900	0.504100	0.541500
EA	1012	0.490100	0.509900	0.590900
EBAY	1205	0.489600	0.510400	0.566000
ECL	1206	0.461000	0.539000	0.548100
ED	1206	0.474300	0.525700	0.535700
EFX	1206	0.485900	0.514100	0.522400
EIX	1206	0.485900	0.514100	0.529900
EL	1206	0.488400	0.511600	0.524900
EMC	1206	0.503300	0.496700	0.607000
EMN	1206	0.482600	0.517400	0.524000
EMR	1206	0.473500	0.526500	0.547300
EOG	1206	0.487600	0.512400	0.542300
EQR	1206	0.490900	0.509100	0.518200
EQT	1018	0.472500	0.527500	0.534400
ESRX	1205	0.484600	0.515400	0.558500
ESV	1206	0.482600	0.517400	0.494200
ETFC	1205	0.483000	0.517000	0.548500
ETN	1206	0.483400	0.516600	0.533200
ETR	1206	0.509100	0.490900	0.524900
EW	1012	0.467400	0.532600	0.551400
EXC	1206	0.512400	0.487600	0.540600
EXPD	1205	0.507100	0.492900	0.503700
EXPE	1205	0.488800	0.511200	0.525300
FAST	1074	0.450700	0.549300	0.562400
FCX	1206	0.499200	0.500800	0.556400
FDO	1206	0.490900	0.509100	0.555600
FDX	1206	0.496700	0.503300	0.573000
FE	1206	0.476800	0.523200	0.541500
FFIV	1012	0.484200	0.515800	0.542500
FHN	1206	0.483400	0.516600	0.532300
FIS	1206	0.460200	0.539800	0.551400
FISV	1205	0.449000	0.551000	0.558500
FITB	1205	0.477200	0.522800	0.580900
FLIR	1012	0.487200	0.512800	0.498000
FLR	1206	0.500800	0.499200	0.519100
FLS	1066	0.477500	0.522500	0.537500
FMC	1012	0.469400	0.530600	0.539500
FSLR	1012	0.504000	0.496000	0.576100
FTI	1012	0.479200	0.520800	0.528700
FTR	1106	0.475600	0.524400	0.541600
F	1206	0.480100	0.519900	0.570500
GAS	1206	0.459400	0.540600	0.545600
GCI	1206	0.484200	0.515800	0.557200
GD	1206	0.492500	0.507500	0.535700
GE	1206	0.471800	0.528200	0.570500
GILD	1205	0.480500	0.519500	0.551000
GIS	1206	0.455200	0.544800	0.577900
GLW	1206	0.498300	0.501700	0.522400
GME	1206	0.480100	0.519900	0.573000
GNW	1206	0.474300	0.525700	0.579600
GOOG	1205	0.488000	0.512000	0.512000
GPC	1206	0.476000	0.524000	0.529900
