AA	1206	0.495900	0.504100	0.579600
ABC	1206	0.471800	0.528200	0.547300
ABT	1206	0.466800	0.533200	0.587900
ACE	1111	0.479700	0.520300	0.529300
ACN	1012	0.462500	0.537500	0.555300
ADBE	1205	0.490500	0.509500	0.561800
ADI	1206	0.487600	0.512400	0.537300
ADM	1206	0.485900	0.514100	0.548100
ADP	1206	0.460200	0.539800	0.566300
ADSK	1205	0.469700	0.530300	0.551900
AEE	1206	0.472600	0.527400	0.535700
AEP	1206	0.485100	0.514900	0.545600
AES	1206	0.485100	0.514900	0.533200
AET	1206	0.510000	0.490000	0.561400
AFL	1206	0.486700	0.513300	0.548900
AGN	1206	0.482600	0.517400	0.528200
AIG	1206	0.507500	0.492500	0.595400
AIV	1206	0.466000	0.534000	0.542300
AIZ	1206	0.466000	0.534000	0.545600
AKAM	1205	0.499600	0.500400	0.541100
ALL	1206	0.473500	0.526500	0.562200
ALTR	1205	0.508700	0.491300	0.516200
ALXN	1012	0.469400	0.530600	0.541500
AMAT	1205	0.486300	0.513700	0.585100
AMD	1206	0.494200	0.505800	0.612800
AMGN	1205	0.491300	0.508700	0.572600
AMP	1206	0.476800	0.523200	0.548100
AMT	1206	0.490900	0.509100	0.514100
AMZN	1205	0.494600	0.505400	0.518700
ANF	1206	0.484200	0.515800	0.585400
AN	1206	0.461000	0.539000	0.558000
AON	1012	0.466400	0.533600	0.545500
APA	1206	0.480900	0.519100	0.558900
APC	1206	0.485100	0.514900	0.582900
APD	1206	0.456100	0.543900	0.566300
APH	1066	0.496200	0.503800	0.503800
APOL	1205	0.509500	0.490500	0.533600
ARG	1012	0.457500	0.542500	0.546400
ATI	1206	0.514100	0.485900	0.522400
A	1012	0.457500	0.542500	0.554300
AVB	1206	0.482600	0.517400	0.528200
AVP	1206	0.500000	0.500000	0.525700
AVY	1206	0.469300	0.530700	0.539800
AXP	1206	0.483400	0.516600	0.652600
AZO	1206	0.471000	0.529000	0.544800
BAC	1206	0.522400	0.477600	0.546400
BA	1206	0.483400	0.516600	0.555600
BAX	1206	0.473500	0.526500	0.557200
BBBY	1205	0.485500	0.514500	0.548500
BBT	1206	0.481800	0.518200	0.568000
BBY	1206	0.508300	0.491700	0.601200
BCR	1206	0.490000	0.510000	0.505000
BDX	1206	0.471000	0.529000	0.542300
BEN	1206	0.480100	0.519900	0.550600
BHI	1206	0.481800	0.518200	0.577900
BIG	1206	0.483400	0.516600	0.540600
BIIB	1205	0.467200	0.532800	0.566000
BK	1205	0.508700	0.491300	0.555200
BLK	1012	0.492100	0.507900	0.588900
BLL	1206	0.473500	0.526500	0.529900
