ADBE	20120402	34.31	34.7	r_up	
ADBE	20120403	34.7	34.31	r_down	
ADBE	20120404	34.31	33.46	r_down	
ADBE	20120405	33.46	33.59	r_up	
ADBE	20120409	33.59	33.22	r_down	
ADBE	20120410	33.22	32.61	r_down	
ADBE	20120411	32.61	33.01	r_up	
ADBE	20120412	33.01	33.55	r_up	
ADBE	20120413	33.55	33.18	r_down	watch:1
ADBE	20120416	33.18	32.85	r_down	
ADBE	20120417	32.85	33.84	r_up	
ADBE	20120418	33.84	33.39	r_down	$:1 1.3:1
ADBE	20120419	33.39	32.9	r_down	
ADBE	20120420	32.9	33.06	r_up	2:1 41:1
ADBE	20120423	33.06	32.62	r_down	
ADBE	20120424	32.62	32.4	r_down	
ADBE	20120425	32.4	33.13	r_up	
ADBE	20120426	33.13	33.26	r_up	
ADBE	20120427	33.26	33.58	r_up	
ADBE	20120430	33.58	33.55	r_down	
ADBE	20120501	33.55	33.77	r_up	
ADBE	20120502	33.77	33.76	r_down	
ADBE	20120503	33.76	33.32	r_down	
ADBE	20120504	33.32	32.61	r_down	
ADBE	20120507	32.61	32.52	r_down	
ADBE	20120508	32.52	32.67	r_up	
ADBE	20120509	32.67	32.52	r_down	
ADBE	20120510	32.52	31.92	r_down	
ADBE	20120511	31.92	32.2	r_up	
ADBE	20120514	32.2	32.23	r_up	
ADBE	20120515	32.23	32.33	r_up	
ADBE	20120516	32.33	32.36	r_up	
ADBE	20120517	32.36	32.01	r_down	
ADBE	20120518	32.01	31.31	r_down	
ADBE	20120521	31.31	32.01	r_up	
ADBE	20120522	32.01	32.01	r_up	
ADBE	20120523	32.01	32.18	r_up	
ADBE	20120524	32.18	31.54	r_down	
ADBE	20120525	31.54	31.6	r_up	
ADBE	20120529	31.6	32.05	r_up	
ADBE	20120530	32.05	31.29	r_down	
ADBE	20120531	31.29	31.05	r_down	
ADBE	20120601	31.05	29.82	r_down	
ADBE	20120604	29.82	30.31	r_up	
ADBE	20120605	30.31	30.71	r_up	
ADBE	20120606	30.71	31.69	r_up	
ADBE	20120607	31.69	31.32	r_down	
ADBE	20120608	31.32	31.65	r_up	
ADBE	20120611	31.65	31.13	r_down	
ADBE	20120612	31.13	31.77	r_up	
ADBE	20120613	31.77	31.79	r_up	
ADBE	20120614	31.79	31.67	r_down	
ADBE	20120615	31.67	32.39	r_up	tech-sector:1 highlight:1 losses:1 trading:1
ADBE	20120618	32.39	32.63	r_up	
ADBE	20120619	32.63	32.89	r_up	gains:1 rise:1 watch:1 behind:1 stocks:1 2.4:2
ADBE	20120620	32.89	31.99	r_down	outlook:1 after:1 's:1 surprises:1 drop:1 weak:1 shares:1 hours:1 advisories:1 outlooks:1 fall:1 following:1 2.4:6
ADBE	20120621	31.99	31.23	r_down	hit:1 takes:1 techs:1 shift:1 mild:1 subscription:1 day:1 stage:1
ADBE	20120622	31.23	31.57	r_up	
ADBE	20120625	31.57	30.85	r_down	
ADBE	20120626	30.85	31.07	r_up	
ADBE	20120627	31.07	31.41	r_up	
ADBE	20120628	31.41	31.17	r_down	
ADBE	20120629	31.17	32.37	r_up	
ADBE	20120702	32.37	32.19	r_down	
ADBE	20120703	32.19	32.51	r_up	
ADBE	20120705	32.51	32.53	r_up	
ADBE	20120706	32.53	31.37	r_down	mixed:1 outlook:1 stocks:1 software:1
ADBE	20120709	31.37	30.43	r_down	vs.:1
ADBE	20120710	30.43	30.44	r_up	losses:1 down:1 pace:1 tech:1 stocks:1 day:1
ADBE	20120711	30.44	30.2	r_down	
ADBE	20120712	30.2	30.14	r_down	
ADBE	20120713	30.14	30.65	r_up	
ADBE	20120716	30.65	30.4	r_down	
ADBE	20120717	30.4	30.65	r_up	8:1
ADBE	20120718	30.65	31.43	r_up	
ADBE	20120719	31.43	31.89	r_up	
ADBE	20120720	31.89	31.38	r_down	
ADBE	20120723	31.38	30.64	r_down	
ADBE	20120724	30.64	30.02	r_down	
ADBE	20120725	30.02	30.33	r_up	
ADBE	20120726	30.33	30.95	r_up	
ADBE	20120727	30.95	31.9	r_up	
ADBE	20120730	31.9	31.01	r_down	
ADBE	20120731	31.01	30.88	r_down	
ADBE	20120801	30.88	30.69	r_down	
ADBE	20120802	30.69	30.58	r_down	
ADBE	20120803	30.58	32.02	r_up	
ADBE	20120806	32.02	32.14	r_up	
ADBE	20120807	32.14	32.37	r_up	
ADBE	20120808	32.37	32.51	r_up	
ADBE	20120809	32.51	32.65	r_up	
ADBE	20120810	32.65	32.64	r_down	
ADBE	20120813	32.64	32.27	r_down	
ADBE	20120814	32.27	32.11	r_down	
ADBE	20120815	32.11	32.91	r_up	10.1:1 watch:1
ADBE	20120816	32.91	33.65	r_up	launches:1 tablet:1 new:1
ADBE	20120817	33.65	33.8	r_up	
ADBE	20120820	33.8	33.92	r_up	
ADBE	20120821	33.92	33.75	r_down	
ADBE	20120822	33.75	33.84	r_up	
ADBE	20120823	33.84	33.5	r_down	
ADBE	20120824	33.5	32.26	r_down	
ADBE	20120827	32.26	32.32	r_up	
ADBE	20120828	32.32	32.06	r_down	
ADBE	20120829	32.06	31.96	r_down	
ADBE	20120830	31.96	31.46	r_down	
ADBE	20120831	31.46	31.27	r_down	
ADBE	20120904	31.27	31.44	r_up	
ADBE	20120905	31.44	32.26	r_up	
ADBE	20120906	32.26	32.79	r_up	gains:1 but:1 other:1 tech:1 stocks:1 stumble:1
ADBE	20120907	32.79	32.46	r_down	
ADBE	20120910	32.46	32.13	r_down	
ADBE	20120911	32.13	32.43	r_up	
ADBE	20120912	32.43	32.42	r_down	
ADBE	20120913	32.42	32.81	r_up	
ADBE	20120914	32.81	33.34	r_up	
ADBE	20120917	33.34	33.41	r_up	
ADBE	20120918	33.41	32.57	r_down	
ADBE	20120919	32.57	33.12	r_up	happens:1 faster:1 shift:1 after:1 watch:2 shares:1 hours:1 advisories:1 3.2:3 fall:1 expected:1 than:1 surprises:1
ADBE	20120920	33.12	34.53	r_up	lower:1 declines:1 futures:1 watch:1 edge:1 tech:1 struggle:1 3.2:2 stocks:1 data:1 stock:1
ADBE	20120921	34.53	33.83	r_down	
ADBE	20120924	33.83	33.42	r_down	
ADBE	20120925	33.42	32.9	r_down	
ADBE	20120926	32.9	32.53	r_down	
ADBE	20120927	32.53	32.8	r_up	
ADBE	20120928	32.8	32.44	r_down	
ADBE	20121001	32.44	32.62	r_up	
ADBE	20121002	32.62	32.57	r_down	
ADBE	20121003	32.57	32.6	r_up	
ADBE	20121004	32.6	32.68	r_up	
ADBE	20121005	32.68	32.47	r_down	
ADBE	20121008	32.47	32.23	r_down	
ADBE	20121009	32.23	31.69	r_down	
ADBE	20121010	31.69	31.51	r_down	
ADBE	20121011	31.51	31.78	r_up	
ADBE	20121012	31.78	31.94	r_up	
ADBE	20121015	31.94	32.33	r_up	
ADBE	20121016	32.33	33.24	r_up	
ADBE	20121017	33.24	33.44	r_up	
ADBE	20121018	33.44	33.47	r_up	
ADBE	20121019	33.47	33.24	r_down	
ADBE	20121022	33.24	33.49	r_up	
ADBE	20121023	33.49	33.31	r_down	
ADBE	20121024	33.31	33.36	r_up	
ADBE	20121025	33.36	33.4	r_up	
ADBE	20121026	33.4	34.01	r_up	
ADBE	20121031	34.01	34.03	r_up	
ADBE	20121101	34.03	34.36	r_up	
ADBE	20121102	34.36	34.39	r_up	
ADBE	20121105	34.39	34.24	r_down	
ADBE	20121106	34.24	34.39	r_up	
ADBE	20121107	34.39	33.47	r_down	
ADBE	20121108	33.47	32.98	r_down	
ADBE	20121109	32.98	32.9	r_down	
ADBE	20121112	32.9	32.7	r_down	
ADBE	20121113	32.7	32.54	r_down	's:1
ADBE	20121114	32.54	32.24	r_down	
ADBE	20121115	32.24	32.64	r_up	
ADBE	20121116	32.64	32.65	r_up	
ADBE	20121119	32.65	32.92	r_up	18:3 21st:1
ADBE	20121120	32.92	32.64	r_down	
ADBE	20121121	32.64	32.84	r_up	
ADBE	20121123	32.84	33.4	r_up	
ADBE	20121126	33.4	33.29	r_down	
ADBE	20121127	33.29	33.18	r_down	
ADBE	20121128	33.18	33.88	r_up	
ADBE	20121129	33.88	34.09	r_up	
ADBE	20121130	34.09	34.61	r_up	
ADBE	20121203	34.61	34.7	r_up	
ADBE	20121204	34.7	35.3	r_up	
ADBE	20121205	35.3	35.4	r_up	
ADBE	20121206	35.4	35.14	r_down	
ADBE	20121207	35.14	35.48	r_up	
ADBE	20121210	35.48	35.75	r_up	
ADBE	20121211	35.75	35.54	r_down	
ADBE	20121212	35.54	35.96	r_up	
ADBE	20121213	35.96	35.53	r_down	hours:1 lower:1 rise:1 's:1 leads:1 profit:1 after:1 28:1 sales:1 shares:1 falls:1 jump:1 tech:1 earnings:1 expected:1 post:1 retreat:1
ADBE	20121214	35.53	37.56	r_up	week:1 4.4:1 's:1 movers:1 big:1 futures:1 steady:1 up:1 down:1 contained:1 inflation:1 28:3
ADBE	20121217	37.56	37.42	r_down	
ADBE	20121218	37.42	37.49	r_up	
ADBE	20121219	37.49	38.09	r_up	525:1 $:1
ADBE	20121220	38.09	37.87	r_down	810:2 $:2
ADBE	20121221	37.87	37.71	r_down	810:2 $:2
ADBE	20121224	37.71	37.53	r_down	
ADBE	20121226	37.53	37.55	r_up	
ADBE	20121227	37.55	37.3	r_down	
ADBE	20121228	37.3	36.9	r_down	
ADBE	20121231	36.9	37.68	r_up	
ADBE	20130102	37.68	38.34	r_up	
ADBE	20130103	38.34	37.75	r_down	
ADBE	20130104	37.75	38.13	r_up	
ADBE	20130107	38.13	37.94	r_down	
ADBE	20130108	37.94	38.14	r_up	
ADBE	20130109	38.14	38.66	r_up	
ADBE	20130110	38.66	38.62	r_down	
ADBE	20130111	38.62	38.09	r_down	
ADBE	20130114	38.09	38.16	r_up	's:1
ADBE	20130115	38.16	38.15	r_down	
ADBE	20130116	38.15	37.88	r_down	
ADBE	20130117	37.88	37.73	r_down	
ADBE	20130118	37.73	37.98	r_up	
ADBE	20130122	37.98	37.95	r_down	
ADBE	20130123	37.95	38.25	r_up	
ADBE	20130124	38.25	38.11	r_down	
ADBE	20130125	38.11	38.32	r_up	
ADBE	20130128	38.32	38.24	r_down	
ADBE	20130129	38.24	38.52	r_up	continue:1 flight:1 take:1 benchmarks:1
ADBE	20130130	38.52	37.94	r_down	
ADBE	20130131	37.94	37.83	r_down	
ADBE	20130201	37.83	38.34	r_up	
ADBE	20130204	38.34	38.1	r_down	
ADBE	20130205	38.1	38.51	r_up	
ADBE	20130206	38.51	38.4	r_down	's:1
ADBE	20130207	38.4	38.07	r_down	
ADBE	20130208	38.07	39.12	r_up	
ADBE	20130211	39.12	38.64	r_down	
