AAPL	1205	0.473900	0.526100	0.839000
AA	1206	0.499200	0.500800	0.820900
ABC	1206	0.474300	0.525700	0.812600
ABT	1206	0.458500	0.541500	0.841600
ACE	1111	0.474300	0.525700	0.841600
ACN	1012	0.458500	0.541500	0.827100
ADBE	1205	0.492900	0.507100	0.829900
ADI	1206	0.481800	0.518200	0.840800
ADM	1206	0.494200	0.505800	0.835000
ADP	1206	0.463500	0.536500	0.839100
ADSK	1205	0.466400	0.533600	0.831500
AEE	1206	0.485100	0.514900	0.834200
AEP	1206	0.482600	0.517400	0.840800
AES	1206	0.480900	0.519100	0.830000
AET	1206	0.510000	0.490000	0.825900
AFL	1206	0.490000	0.510000	0.834200
AGN	1206	0.480100	0.519900	0.845800
AIG	1206	0.519100	0.480900	0.844900
AIV	1206	0.461900	0.538100	0.819200
AIZ	1206	0.475100	0.524900	0.820900
AKAM	1205	0.492900	0.507100	0.832400
ALL	1206	0.466000	0.534000	0.842500
ALTR	1205	0.504600	0.495400	0.852300
ALXN	1012	0.458500	0.541500	0.841900
AMAT	1205	0.487100	0.512900	0.835700
AMD	1206	0.487600	0.512400	0.824200
AMGN	1205	0.507100	0.492900	0.827400
AMP	1206	0.480100	0.519900	0.845800
AMT	1206	0.476800	0.523200	0.839100
AMZN	1205	0.506200	0.493800	0.836500
ANF	1206	0.491700	0.508300	0.847400
AN	1206	0.466800	0.533200	0.831700
AON	1012	0.459500	0.540500	0.843900
APA	1206	0.474300	0.525700	0.833300
APC	1206	0.495000	0.505000	0.825900
APD	1206	0.451100	0.548900	0.828400
APH	1066	0.490600	0.509400	0.834000
APOL	1205	0.517000	0.483000	0.824100
ARG	1012	0.459500	0.540500	0.826100
ATI	1206	0.507500	0.492500	0.853200
A	1012	0.467400	0.532600	0.836000
AVB	1206	0.484200	0.515800	0.842500
AVP	1206	0.498300	0.501700	0.833300
AVY	1206	0.466800	0.533200	0.840000
AXP	1206	0.476000	0.524000	0.818400
AZO	1206	0.467700	0.532300	0.832500
BAC	1206	0.508300	0.491700	0.837500
BA	1206	0.486700	0.513300	0.844100
BAX	1206	0.479300	0.520700	0.834200
BBBY	1205	0.475500	0.524500	0.831500
BBT	1206	0.490900	0.509100	0.830000
BBY	1206	0.498300	0.501700	0.848300
BCR	1206	0.483400	0.516600	0.810100
BDX	1206	0.472600	0.527400	0.823400
BEAM	1012	0.477300	0.522700	0.838900
BEN	1206	0.477600	0.522400	0.844100
BFdotB	984	0.458300	0.541700	0.832300
BHI	1206	0.486700	0.513300	0.830000
BIG	1206	0.493400	0.506600	0.853200
BIIB	1205	0.463900	0.536100	0.840700
BK	1205	0.508700	0.491300	0.831500
BLK	1012	0.487200	0.512800	0.822100
BLL	1206	0.474300	0.525700	0.839100
BMC	1206	0.474300	0.525700	0.831700
BMS	1206	0.484200	0.515800	0.816700
BMY	1206	0.476000	0.524000	0.841600
BRCM	1205	0.499600	0.500400	0.835700
BRKdotB	984	0.513200	0.486800	0.826200
BSX	1206	0.489200	0.510800	0.836700
BTU	1206	0.515800	0.484200	0.835000
BXP	1206	0.472600	0.527400	0.840800
CAG	1206	0.458500	0.541500	0.818400
CAH	1206	0.466800	0.533200	0.840000
CAM	1206	0.491700	0.508300	0.841600
CAT	1206	0.489200	0.510800	0.854100
CA	1206	0.481800	0.518200	0.830800
CBG	1206	0.484200	0.515800	0.845800
CBS	1206	0.485100	0.514900	0.836700
CB	1206	0.480100	0.519900	0.833300
CCE	1206	0.451100	0.548900	0.845800
CCI	1012	0.478300	0.521700	0.832000
CCL	1206	0.494200	0.505800	0.843300
CELG	1205	0.475500	0.524500	0.835700
CERN	1012	0.459500	0.540500	0.820200
CF	1088	0.485300	0.514700	0.840100
CHK	1206	0.475100	0.524900	0.823400
CHRW	1205	0.474700	0.525300	0.843200
CINF	1205	0.462200	0.537800	0.842300
CI	1206	0.484200	0.515800	0.828400
CLF	1012	0.505900	0.494100	0.832000
CL	1206	0.479300	0.520700	0.817600
CLX	1206	0.477600	0.522400	0.839100
CMA	1206	0.513300	0.486700	0.827500
CMCSA	1205	0.483000	0.517000	0.836500
CME	1206	0.490000	0.510000	0.840000
CMG	1012	0.444700	0.555300	0.834000
CMI	1206	0.498300	0.501700	0.829200
CMS	1206	0.450200	0.549800	0.840800
CNP	1206	0.475100	0.524900	0.832500
CNX	1206	0.505000	0.495000	0.831700
COF	1206	0.490000	0.510000	0.836700
COG	1130	0.505300	0.494700	0.835400
COH	1206	0.492500	0.507500	0.833300
COL	1206	0.506600	0.493400	0.843300
COP	1206	0.464300	0.535700	0.826700
COST	1205	0.486300	0.513700	0.824100
COV	1206	0.490000	0.510000	0.840800
