up	AA	32.346300
over	AA	29.416600
gain	AA	28.568500
rise	AA	26.053800
higher	AA	25.038100
miners	AA	24.632700
surprises	AA	23.867900
advisories	AA	23.867900
7	AA	22.391700
3-year	AA	20.419700
spotlight	AA	20.007400
hopes	AA	19.490000
weighs	AA	19.166600
high	AA	19.072200
claims	AA	18.493500
cut	AA	17.617300
5.3	AA	17.385600
help	AA	17.245600
corporate	AA	16.725100
earnings	AA	-26.303300
turning	AA	-21.264700
roses	AA	-21.264700
deal	AA	-21.263500
more	AA	-19.585900
season	AA	-19.459000
off	AA	-19.154500
3	AA	-19.034600
global	AA	-18.873500
2008	AA	-18.523600
1	AA	-18.367000
job	AA	-18.334400
1.3	AA	-17.315800
rises	AA	-17.154900
11,000	AA	-16.045300
amid	AA	-15.988200
500	AA	-15.945900
lifts	AA	-15.852900
slashes	AA	-15.192200
data	AA	-15.190700
