20080229	r_down
20080304	r_up
20080314	r_down
20080401	r_up
20080407	r_up
20080408	r_down
20080409	r_up
20080411	r_down
20080417	r_down
20080428	r_up
20080429	r_down
20080515	r_up
20080528	r_down
20080609	r_down
20080714	r_down
20080717	r_down
20080718	r_up
20080721	r_down
20080722	r_up
20080723	r_down
20080725	r_down
20080729	r_up
20080808	r_up
20080903	r_up
20080909	r_down
20080910	r_up
20080911	r_up
20080915	r_down
20080916	r_up
20080917	r_down
20080918	r_down
20080922	r_down
20080924	r_up
20080929	r_down
20081001	r_up
20081002	r_down
20081006	r_down
20081008	r_up
20081009	r_down
20081013	r_up
20081014	r_up
20081015	r_down
20081016	r_up
20081017	r_down
20081021	r_up
20081024	r_down
20081027	r_down
20081028	r_up
20081029	r_down
20081030	r_up
20081031	r_up
20081104	r_up
20081105	r_down
20081106	r_down
20081110	r_up
20081111	r_down
20081112	r_down
20081113	r_up
20081114	r_down
20081117	r_down
20081118	r_up
20081119	r_down
20081121	r_up
20081201	r_down
20081202	r_up
20081203	r_up
20081204	r_down
20081205	r_up
20081208	r_up
20081209	r_down
20081210	r_up
20081211	r_down
20081212	r_down
20081215	r_up
20081216	r_up
20081217	r_down
20081218	r_down
20081219	r_down
20081223	r_up
20081230	r_up
20081231	r_up
20090106	r_down
20090113	r_up
20090114	r_down
20090116	r_down
20090120	r_down
20090121	r_up
20090122	r_down
20090203	r_down
20090211	r_up
20090212	r_down
20090213	r_down
20090219	r_down
20090224	r_up
20090225	r_down
20090302	r_down
20090303	r_up
20090306	r_down
20090309	r_down
20090311	r_up
20090312	r_up
20090327	r_down
20090330	r_down
20090407	r_down
20090416	r_down
20090420	r_down
20090421	r_down
20090422	r_down
20090427	r_down
20090506	r_up
20090508	r_up
20090511	r_down
20090512	r_down
20090513	r_down
20090514	r_up
20090515	r_down
20090522	r_down
20090604	r_up
20090605	r_down
20090608	r_up
20090609	r_up
20090610	r_down
20090612	r_up
20090617	r_down
20090618	r_up
20090622	r_down
20090625	r_up
20090626	r_down
20090701	r_down
20090714	r_up
20090721	r_down
20090722	r_down
20090723	r_down
20090730	r_up
20090806	r_down
20090807	r_up
20090812	r_up
20090813	r_up
20090903	r_up
20090908	r_up
20090915	r_down
20090916	r_up
20090918	r_down
20091012	r_down
20091013	r_down
20091020	r_up
20091021	r_down
20091022	r_up
20091023	r_up
20091110	r_down
20091111	r_up
20091112	r_down
20091117	r_down
20091124	r_down
20091130	r_up
20091201	r_up
20091202	r_up
20091209	r_up
20091211	r_down
20091214	r_up
20091215	r_down
20091216	r_up
20091217	r_down
20091218	r_up
20091222	r_up
20100111	r_down
20100112	r_up
20100114	r_down
20100115	r_down
20100119	r_up
20100120	r_up
20100121	r_down
20100122	r_down
20100202	r_down
20100209	r_up
20100210	r_up
20100216	r_up
20100218	r_down
20100317	r_up
20100325	r_up
20100331	r_up
20100419	r_up
20100420	r_up
20100423	r_down
20100428	r_up
20100430	r_down
20100512	r_down
20100604	r_down
20100611	r_up
20100618	r_up
20100622	r_down
20100630	r_down
20100706	r_up
20100707	r_up
20100709	r_up
20100719	r_down
20100720	r_down
20100723	r_up
20100726	r_up
20100804	r_up
20100820	r_up
20100907	r_down
20100909	r_down
20100923	r_down
20101005	r_up
20101014	r_down
20101019	r_down
20101105	r_up
20101108	r_down
20101116	r_down
20101118	r_up
20101126	r_down
20101129	r_up
20101202	r_up
20101206	r_down
20101207	r_up
20101209	r_up
20101210	r_down
20101216	r_up
20101229	r_down
20110107	r_down
20110119	r_down
20110120	r_up
20110121	r_up
20110201	r_up
20110202	r_down
20110204	r_down
20110209	r_down
20110210	r_up
20110215	r_down
20110217	r_down
20110222	r_down
20110223	r_down
20110303	r_up
20110317	r_up
20110318	r_up
20110322	r_up
20110325	r_up
20110404	r_up
20110407	r_up
20110418	r_down
20110419	r_down
20110420	r_up
20110503	r_up
20110505	r_down
20110506	r_up
20110523	r_down
20110602	r_up
20110609	r_up
20110614	r_up
20110629	r_up
20110705	r_down
20110718	r_down
20110719	r_up
20110720	r_up
20110721	r_up
20110725	r_down
20110803	r_up
20110804	r_down
20110805	r_down
20110810	r_down
20110811	r_up
20110815	r_up
20110824	r_up
20110825	r_down
20110901	r_down
20110902	r_down
20110909	r_down
20110913	r_up
20110914	r_up
20110921	r_down
20111005	r_down
20111006	r_up
20111019	r_down
20111020	r_up
20111031	r_down
20111101	r_down
20111104	r_down
20111109	r_down
20111111	r_up
20111114	r_down
20111121	r_down
20111128	r_up
20111129	r_down
20111130	r_up
20111209	r_up
20111220	r_up
20111221	r_down
20111222	r_up
20111223	r_up
20111228	r_down
20120110	r_up
20120117	r_down
20120118	r_down
20120119	r_up
20120124	r_down
20120125	r_down
20120214	r_down
20120229	r_down
20120301	r_up
20120306	r_down
20120307	r_up
20120312	r_up
20120313	r_up
20120314	r_down
20120315	r_up
20120320	r_down
20120327	r_down
