20080313	r_up
20080319	r_down
20080401	r_up
20080402	r_up
20080403	r_up
20080417	r_down
20080418	r_up
20080421	r_down
20080516	r_down
20080528	r_down
20080529	r_up
20080609	r_down
20080612	r_down
20080613	r_down
20080619	r_up
20080624	r_up
20080625	r_down
20080702	r_down
20080714	r_down
20080716	r_up
20080721	r_up
20080722	r_up
20080723	r_up
20080806	r_up
20080813	r_down
20080827	r_up
20080904	r_down
20080905	r_up
20080929	r_down
20081001	r_up
20081006	r_down
20081008	r_down
20081009	r_down
20081010	r_up
20081014	r_up
20081015	r_down
20081021	r_up
20081022	r_down
20081027	r_down
20081028	r_up
20081029	r_up
20081030	r_up
20081031	r_up
20081104	r_up
20081105	r_down
20081106	r_down
20081110	r_down
20081111	r_up
20081112	r_down
20081113	r_up
20081114	r_down
20081117	r_down
20081118	r_up
20081119	r_down
20081121	r_down
20081124	r_up
20081201	r_down
20081202	r_up
20081203	r_up
20081204	r_down
20081205	r_up
20081208	r_up
20081209	r_down
20081210	r_up
20081211	r_down
20081212	r_up
20081215	r_down
20081216	r_up
20081217	r_down
20081218	r_down
20081219	r_down
20090121	r_up
20090122	r_up
20090203	r_down
20090210	r_down
20090211	r_up
20090213	r_down
20090312	r_up
20090331	r_up
20090406	r_down
20090407	r_down
20090409	r_up
20090420	r_down
20090421	r_down
20090422	r_down
20090423	r_down
20090508	r_up
20090512	r_down
20090514	r_up
20090515	r_down
20090520	r_down
20090527	r_down
20090602	r_up
20090604	r_up
20090609	r_up
20090616	r_down
20090617	r_down
20090618	r_up
20090623	r_down
20090624	r_down
20090701	r_down
20090702	r_down
20090707	r_up
20090721	r_down
20090722	r_up
20090723	r_up
20090806	r_up
20090902	r_down
20090915	r_up
20090916	r_up
20090917	r_down
20091008	r_down
20091019	r_down
20091020	r_up
20091021	r_down
20091022	r_up
20091023	r_down
20091118	r_up
20091124	r_down
20091127	r_down
20091201	r_up
20091203	r_down
20091211	r_up
20091216	r_down
20091222	r_down
20091223	r_down
20100104	r_up
20100106	r_down
20100112	r_down
20100113	r_up
20100115	r_up
20100121	r_up
20100122	r_down
20100125	r_down
20100126	r_down
20100127	r_up
20100208	r_down
20100224	r_up
20100305	r_up
20100310	r_up
20100311	r_up
20100312	r_down
20100319	r_up
20100325	r_up
20100330	r_up
20100407	r_up
20100408	r_down
20100409	r_up
20100412	r_down
20100413	r_down
20100414	r_up
20100420	r_up
20100421	r_up
20100422	r_up
20100506	r_down
20100519	r_down
20100525	r_up
20100610	r_up
20100616	r_up
20100617	r_down
20100630	r_down
20100701	r_down
20100707	r_up
20100708	r_up
20100709	r_up
20100719	r_up
20100722	r_up
20100723	r_up
20100727	r_up
20100802	r_up
20100804	r_down
20100811	r_down
20100812	r_down
20100813	r_up
20100830	r_down
20100909	r_up
20100921	r_down
20100922	r_down
20100924	r_up
20101001	r_up
20101005	r_up
20101018	r_up
20101019	r_up
20101022	r_down
20101025	r_down
20101117	r_down
20101118	r_up
20101119	r_down
20101129	r_up
20101130	r_down
20101217	r_up
20101228	r_up
20101229	r_up
20110107	r_up
20110111	r_up
20110121	r_up
20110126	r_down
20110201	r_up
20110209	r_down
20110217	r_down
20110303	r_up
20110310	r_down
20110317	r_up
20110318	r_up
20110321	r_down
20110323	r_down
20110325	r_up
20110330	r_up
20110407	r_down
20110408	r_down
20110412	r_down
20110414	r_down
20110415	r_up
20110418	r_down
20110419	r_down
20110519	r_up
20110607	r_up
20110609	r_up
20110705	r_down
20110706	r_down
20110707	r_up
20110718	r_down
20110719	r_up
20110720	r_up
20110722	r_up
20110802	r_down
20110804	r_down
20110809	r_up
20110812	r_down
20110830	r_down
20110907	r_up
20110908	r_down
20110920	r_up
20111017	r_down
20111019	r_down
20111027	r_up
20111028	r_down
20111109	r_down
20111117	r_down
20120105	r_up
20120110	r_up
20120123	r_down
20120124	r_up
20120223	r_up
20120313	r_up
20120314	r_up
20120320	r_up
